,GSM5824838,GSM5824839,GSM5824847,GSM5824852,GSM5824855,GSM5824858,GSM5824868,GSM5824878,GSM5824885,GSM5824894,GSM5824904,GSM5824932,GSM5824943,GSM5824955,GSM5824967,GSM5824970,GSM5824979,GSM5824984
80222,3.522,6.748,7.716,6.8,7.501,3.747,4.685,7.848,10.93,4.498,2.79,3.792,7.693,3.495,2.902,4.213,9.709,7.251
102465529,1.463,0,1.282,3.038,1.343,0,0,4.691,0,0,0,2.541,0,0,0.8551,0,0,0
1893,0.1358,0.3169,0.4761,0.5639,0.1247,0.2768,0,0.508,0.3362,0.4739,0.1778,0.3407,0.3165,0.2438,0.3439,0,0.4075,0.2497
100874054,0.3413,0.1493,0.1495,0.1771,0,0,0,0,0.5068,0,0.2234,0,0,0,0,0,0.7679,0
100289061,8.049,5.432,7.858,13.25,8.971,8.083,5.226,9.399,62.83,13.48,5.569,11.11,16.07,5.661,4.77,15.81,29.36,18.6
54507,11.33,9.366,13.14,19.33,11.58,10.92,8.596,13.07,50.93,22.65,6.427,13.22,18.18,7.431,8.42,21.69,26.16,23.28
100422997,6.739,12.77,6.888,16.32,17.53,4.806,1.867,23.4,70.04,8.228,12.5,13.65,30.42,3.456,7.874,14.03,32.85,27.87
574406,6.713,6.198,3.594,13.26,7.017,4.559,3.1,7.471,42.22,8.001,4.882,9.658,14.42,5.379,4.249,11.65,23.6,13.36
4170,334.2,254.7,207.1,418.9,317.4,156.2,149.7,329.5,834.8,410.9,152,258.9,313.9,169,105.2,324.4,418.4,340.8
107985203,0.3365,1.325,1.474,2.445,1.39,0.1029,1.026,0.2697,2.998,0.8806,0.5507,2.045,1.47,1.424,0.4916,1.051,2.84,1.392
2029,11.87,10.25,11.31,11.22,14.41,7.727,5.206,13.27,17.4,11.74,5.369,8.305,12.6,5.985,4.916,10.24,15.28,12.59
112268239,0.2339,1.227,0.8196,1.214,0.2147,0,0,2.249,0,0,0.1531,0.4061,0.2043,0.3598,0.4099,1.879,0,0.8596
55204,3.179,3.105,2.622,3.901,3.045,1.319,2.79,3.421,8.957,3.424,1.321,3.102,5.331,2.267,1.139,3.024,6.056,5.01
84072,1.442,0.7094,0.3158,0.9818,0.2895,0,0.1248,0.5054,4.08,1.697,0.3833,0.5475,1.771,0.1386,0.1053,2.212,1.875,2.318
1520,566.7,322.9,350.9,426.8,359.8,93.94,117.3,371.6,874.3,397.7,182.2,332.3,358.6,178.7,115.2,306.3,511.3,462
1513,4.032,3.371,2.649,3.815,7.728,1.776,2.859,3.706,9.508,3.165,2.445,2.848,4.869,2.554,1.49,2.805,5.603,5.067
405,9.127,12.7,13.74,18.38,13.29,7.719,9.602,19.68,33.22,14.31,6.72,9.098,15.05,7.393,6.711,10.65,17.64,15.62
100996521,1.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985204,0,0.334,0,0,0,0,0,0,0.5669,0,0,0,0,0.2937,0,0,0,0.3508
9869,10.31,10.07,11.6,15.79,12.7,6.902,9.053,15.29,30.54,11.92,7.123,11.1,17.04,7.417,6.276,12.2,18.45,16.51
29956,41.62,45.23,50.8,74.42,55.03,36.86,33.63,68.66,104.6,45.01,27.83,36.22,65.46,30.63,31.81,59.86,72.29,55.67
105371438,0.4492,0.131,0,0,0.4124,0,0,0,0.2224,0,0.196,0,0.3925,0,0,0,0.3369,0
8416,14.83,14.46,11.46,24.23,21.92,4.341,5.66,14.89,31.2,16.54,10.22,13.45,14.15,8.979,7.331,22.75,22.38,12.6
55793,24.08,20.52,16.68,38.99,29.39,12.65,12.93,27.11,64.59,28.65,16.06,21.44,27.25,17.28,15.01,33.59,37.28,27.63
58497,11.05,9.415,12.71,14.83,11.7,9.196,8.634,12.71,22.38,11.89,7.539,8.907,12.54,7.868,5.369,11.15,13.35,11.89
149428,0.6913,0.6623,0.2884,1.264,0.9972,0.2214,0.8575,0.4749,1.662,0.7236,0.6464,0.7811,0.8915,0.7597,0.3847,1.087,2.037,0.5143
54964,10.79,11.31,9.335,13.56,12.29,9.232,8.087,13.07,26.41,12.02,7.853,10.54,12.38,7.341,5.467,16.08,21.37,9.919
56882,186.8,189.6,159.4,274.3,222.1,105.3,102.8,247.3,469.8,213.9,108,160,212.9,117.5,102.5,239.6,332.8,180.5
10962,1.206,2.756,1.5,1.373,2.607,1.094,1.121,1.808,1.444,0.5293,0.7383,1.058,1.495,0.6882,0.5909,1.458,2.276,1.287
126626,1.521,3.728,3.319,4.245,3.607,1.669,2.624,3.536,7.854,2.141,1.372,1.901,4.744,2.123,1.342,2.095,4.341,3.074
10500,0.1578,0.5397,0.4274,0.6701,0.4873,0.2631,0.3658,0.7359,1.023,0.2853,0.2629,0.2076,0.3886,0.3201,0.2347,0.2305,0.5488,0.3823
388695,8.775,5.922,4.492,6.583,12.04,1.366,3.042,2.95,4.977,4.162,0.9034,1.712,7.58,1.062,2.746,6.013,3.364,6.765
100534012,8.37,6.226,6.983,8.635,10.21,6.067,5.223,10.28,13.02,8.184,4.101,6.063,8.013,3.547,5.301,10.38,11.84,7.784
79626,75.32,54.8,44.65,56.79,75.72,21.77,22.37,64.3,83.85,48.63,26.91,40.45,65.14,28.17,27.1,45.79,77.79,63.39
79005,8.172,6.072,6.815,8.481,10.03,5.959,5.157,10.02,12.87,8.089,4.028,5.926,7.827,3.446,5.177,10.15,11.58,7.6
29765,1.41,1.85,1.373,2.032,2.804,2.059,0.7381,2.888,4.187,2.05,1.282,2.085,2.327,0.9641,0.9154,3.007,4.495,1.872
6944,15.14,16.17,22.12,19.51,24.66,16.34,14.27,27.44,29.94,17.47,8.973,12.53,22.82,10.83,9.279,16.94,25.33,20.07
8394,7.047,6.738,9.405,12.44,8.744,4.809,5.881,9.489,20.59,9.648,3.727,6.26,10.61,4.727,3.363,6.802,9.587,10.75
5710,58.36,52.48,55.08,58.12,74.3,31.8,25.15,73.68,90.17,62.86,27.91,43.05,58.66,27.19,25.44,52.95,85.92,67.19
100507670,1.087,0.6792,0.9524,0.8058,0.1425,0.09493,0.08606,0.4978,0.6917,1.463,0.3049,0.1797,0.1357,0.3584,0.1815,0.8316,0.1747,1.142
57592,10.48,11.51,8.888,16.55,13.55,6.806,5.851,11.98,23.92,12.69,5.741,7.717,12.24,6.94,6.376,15.33,16.86,11.26
5298,19.2,22.28,22.17,29.84,28.1,13.8,12.79,26.57,42.5,19.87,12.12,16.82,25.94,11.54,12.25,26.08,32.79,23.09
5993,11.32,12.87,14.36,15.4,12.51,8.715,7.82,17.13,22.94,11.13,5.579,9.403,16.06,6.501,5.321,9.386,19.97,17.76
101927886,0.44,0,0.7711,0,0,0,0.3658,3.174,0.9801,0,0.144,1.019,0.3844,0.5077,0.2571,0.7855,0.9901,1.415
8991,16.82,10.7,32.98,11.16,10.85,17.26,26.1,9.89,7.985,40.12,7.693,15.16,24.96,9.334,9.869,9.169,9.385,35.26
5692,108.6,88.08,90.9,84.08,129.6,60.97,49.39,126.6,150.9,79.62,53.99,94.32,101.5,56.33,39.34,101.6,148.9,108.6
23126,2.16,3.565,3.044,4.647,3.219,1.963,3.946,4.411,10.22,3.541,1.457,2.688,5.088,1.636,1.468,2.956,5.096,4.659
57530,0.0184,0.08048,0.01612,0.09549,0.05067,0,0,0.118,0.02732,0,0.02409,0,0.04823,0.02831,0.04301,0.3121,0.0621,0.03382
7286,0.5549,0.601,0.5557,1.042,0.752,0.5169,0.5712,0.8471,1.766,1.438,0.5362,0.6118,1.2,0.7318,0.4014,0.7548,1.1,1.214
693139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81609,12.05,10.1,8.855,17.03,11.08,3.591,6.017,12.2,28.32,15.75,5.971,9.526,14.24,6.062,5.534,14.78,14.85,12.91
11189,3.359,2.851,3.092,5.104,3.56,1.369,1.784,3.493,7.258,4.687,2.087,2.985,4.428,1.853,1.904,4.283,4.566,3.987
284485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65005,6.247,11.95,10.35,7.694,10.4,9.61,5.783,14.19,12.84,7.185,4.044,6.873,9.595,5.017,4.332,7.598,12.97,10.16
51686,1.071,1.37,1.083,0.8553,1.21,1.209,1.005,2.113,2.08,1.38,0.5394,0.62,1.368,0.9509,0.3371,2.354,2.04,1.515
11022,0.682,1.905,1.889,1.827,1.192,1.735,1.158,2.045,3.594,1.105,0.9504,1.006,1.73,0.6601,0.4628,0.5302,1.535,1.557
109729141,0.07312,0.1279,0.3203,0.3035,0.2013,0,0.08105,0.586,0.9771,0.4592,0.04785,0.1269,0.1278,0.2812,0.04272,0,0.4935,0.3359
339398,0.1096,0.09587,0,0.03791,0,0,0,0,0.1085,0.03823,0.04782,0.08457,0.03191,0.1124,0.1067,0,0.0411,0.1007
6097,1.298,1.62,1.138,0.524,1.258,0.8672,0.8529,1.118,1.428,0.3775,0.9914,1.085,2.29,1.221,0.281,0.4078,1.407,1.193
100191040,0.04098,0.1792,0.3231,0.3828,0.1505,0.7014,0.06813,0.3284,0.6085,0,0.2146,0.07115,0.2864,0.06305,0.2394,0,0.4149,0.113
100132111,0.7038,2.101,2.322,2.019,1.33,1.923,1.79,1.526,4.488,1.603,0.6232,0.9345,2.098,1.115,0.6773,0.6652,2.515,0.875
284486,0.7487,1.383,2.843,2.159,1.222,2.797,1.383,2.267,4.324,2.09,0.9801,0.963,2.18,1.408,0.5833,1.411,1.965,1.529
117145,2.571,4.723,3.708,6.178,5.174,1.826,3.025,2.282,4.229,1.47,2.705,2.449,6.392,3.058,1.398,2.277,3.76,3.58
6281,138.3,126,228.9,152.8,165.8,186.1,89.99,222.4,262.3,173.4,74.71,94.72,185.2,67.21,73.59,107.3,218.9,216.8
105371441,0.2035,0.07122,0.03567,0.1549,0.08719,0.1327,0.06768,0.2175,0.4836,0.213,0.09769,0.1649,0.166,0.1148,0.0555,0.1211,0.3206,0.212
105371442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441908,0,0,0,0,0,0,0.16,0,0,0,0,0,0.1681,0,0,0,0,0.0884
6282,2338,784.9,773.2,1404,1631,1340,711.3,1303,1953,1724,794.9,1284,956.8,700.6,842.4,1994,1868,1287
101927949,0.2956,0.1939,0.1942,0,0,0.04518,0,0.9476,0.3292,0.232,0.09673,0.1711,0.1291,0,0.1295,0.06596,0.08314,0
100131107,0.06388,0.05588,0,0.0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7062,0.02762,0,0.0242,0,0,0,0.01531,0,0.04101,0.0289,0,0,0,0,0,0,0,0
126638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112268240,0,0,0,0.05114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388697,0,0,0.008786,0,0,0,0,0,0,0,0.01313,0.01161,0,0,0,0,0,0
2312,0.00755,0.006605,0,0,0,0,0,0.0121,0.02242,0.0158,0,0,0,0,0,0,0.02548,0
339400,0,0,0,0,0,0.1141,0,0,0.1733,0,0,0,0.02039,0,0,0,0,0
388698,0,0,0,0,0,0.07747,0,0,0,0,0,0,0,0,0,0,0,0
49860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254910,0,0,0.0984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2064
54544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100129271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6701,0,0,0,0,0,0,0,0,0,0.1487,0,0,0,0,0,0,0,0
6704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101928009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114771,0,0,0,0,0,0,0.02501,0,0.06702,0,0,0,0,0,0,0,0,0
57115,0.01839,0,0,0.01909,0,0,0,0,0.08192,0,0,0.01064,0.03213,0,0,0.01641,0,0
6280,6071,1886,1912,1960,2737,1254,820.7,2707,4096,7056,1522,3851,2133,1324,1126,3895,4811,4651
6283,241.8,58.53,104.5,90.32,82.44,76.09,43.38,107.2,129.5,432.3,53.7,154.7,72.38,49.18,64.35,203.4,194.2,175.3
6279,226.7,83.21,124.1,80.08,78.28,57.42,69.6,157.6,311.1,597.1,78.28,196.3,115.6,64.68,35.52,174.9,251.9,265.8
338324,0,0.01974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2069
6277,557.4,278.6,330,315.9,429,300.2,194.2,364.6,512,497.9,250.7,381.3,384.8,191.1,198.2,524.2,573.1,466.7
6276,0.1185,0.2073,0.1384,0.246,0.03626,0,0.2627,1.076,0.3519,0.04135,0.1034,0.09145,0.1035,0.03039,0.1385,0.1763,0.1778,0.0363
6275,626.1,507.2,643.6,513.9,718,705.2,312.6,721.4,934.3,675.3,320.8,391.4,619.2,248.5,305.5,627.3,1034,622.4
101928034,1.112,0.4255,0.5479,0.7212,1.021,0.2549,0.5392,1.225,0.8254,0.5818,0.5457,0.6837,1.093,0.05345,0.3654,1.675,0.9381,1.022
6274,0.3905,0.2277,0,0.1351,0,0,0,0.2086,0.3866,0.1362,0,0.07534,0.1137,0,0,0,0.1464,0.1196
6273,0.08789,0,0.154,0,0,0.2686,0,0,0,0.09199,0,0,0,0,0,0,0.09887,0.1615
140576,0,0,0,0,0.05347,0,0.03229,0,0,0,0,0,0,0,0,0,0,0
57402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6284,1.757,1.579,2.372,2.415,2.485,1.655,0.8685,3.425,4.16,1.938,0.9635,2.418,2.779,1.388,1.387,3.56,3.579,2.269
6271,0.3456,0.3023,0.4542,0.7173,0.3172,0,0.09576,0.5539,1.539,0.3617,0.3393,0.6,1.359,0.1329,0.4038,0,1.555,0.6351
26097,18.42,21.73,20.67,24.57,23.86,14.8,12.9,27.3,47.01,20.26,10.77,15.23,25.87,10.94,8.676,21.33,34.72,22.21
23557,13.77,9.558,15.85,12.01,17.53,9.878,5.496,18.54,20.04,14.41,6.069,11.11,15.64,6.145,5.311,7.294,15.91,17.8
3608,22.55,29.88,35.08,29.93,35.54,29.46,24.38,39.88,51.02,24.29,14.39,19.42,33.73,14.15,12.38,22.62,44.13,34.37
100189015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05092,0
102466879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65123,13.04,13.63,16.81,21.45,16.39,9.871,11.42,18.57,37.22,17.38,9.882,15.51,21.59,9.181,9.338,22.05,23.38,22.54
11000,12.05,18.4,21.04,21.17,20.42,11.98,13.05,20.18,38.89,21.7,9.258,13.63,26.51,8.105,11.04,21.17,21.63,29.62
343052,0,0,0,0.3038,0,0,0,0,0.2173,0,0.1916,0,0,0,0,0,0.3293,0.1345
57459,5.743,9.74,9.868,15.32,10.13,8.867,11.59,14.57,31.62,13.74,5.565,7.885,12.74,6.758,5.599,10.91,15.29,11.19
101928059,1.887,2.535,3.366,4.757,3.712,1.154,2.652,4.645,7.806,3.175,2.029,3.433,3.886,1.97,1.615,5.896,5.156,3.407
9909,25.05,29.44,33.96,44.04,34.24,18.39,21.26,41.36,69.45,33.5,15.53,25.59,36.29,16.8,16.94,37.61,47.89,34.93
200186,34.98,33.96,34.42,58.48,50.91,41.22,43.18,52.01,76.59,36.47,22.08,31.58,42.25,22.81,29.14,51.29,57.73,35.95
27173,29.33,17.79,18.8,22.43,23.2,10.64,6.371,24.68,43.6,22.89,10.37,19.65,17.44,8.963,11.13,22.08,32.86,22.68
102465441,0,0,0,0,0,0,0,0,2.049,0,0,0,0,0,0,0,0,0
148327,1.011,1.474,1.698,1.749,2.436,1.88,1.051,3.308,3.002,1.102,0.7168,1.56,1.214,0.8425,0.7137,1.579,3.933,1.664
10899,61.99,52.7,52.12,56.62,65.54,31.35,20.02,67.37,79.99,49.16,30.19,42.37,54.22,29.3,24.16,63.93,70.93,63.31
5872,1.019,0.5943,1.885,1.469,0.4158,1.454,0.4393,1.633,2.69,3.022,0.7411,1.376,1.286,0.9146,0.6285,1.668,1.529,2.549
6232,127.8,217.3,239.4,90.74,182.1,162.6,236.5,295.2,295.1,169.5,102,132.8,188.6,135.8,38.2,93.21,324,209.5
91181,0.0806,0.1692,0.07062,0.08365,0.05919,0.07883,0,0.07751,0.2393,0.08436,0.0633,0.02799,0.1408,0.062,0.03767,0,0.1451,0.01481
100847024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7170,39.6,42.33,43.12,55.99,51.41,30.57,24.4,57.09,88.84,57.61,22.2,30.66,48.83,22.35,23.47,42.58,58.42,53.98
100126346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388701,0,0.1254,0.1256,0.2975,0.1315,0,0.2383,0.2297,0.8511,0.3,0.09379,0,0.8763,0.1102,0.1675,0.3837,0.1612,0.2634
25912,30.8,26.14,28.13,24.88,32.18,19.28,13.99,32.5,43.8,26.89,15.78,20.86,27.09,13.05,11.06,21.11,39.09,32.73
9898,15.11,21.44,25.76,30.66,28.08,26.87,29.13,30.33,53.69,22.61,12.32,15.86,28.52,13.17,14,28.1,31.91,25.34
109617023,0.7102,0,0,0,1.304,0,0,0,0,0,0,0.411,0.6204,0,0.415,0,0.799,0
10456,24.39,22.17,28.54,26.48,31.74,20.71,17.96,29.87,34.66,18.87,14.31,18.7,30.13,16.82,10.69,22.31,32.43,28.49
89872,0.4696,0.2282,2.972,1.3,0.7185,0.7975,0.1735,0.6691,1.55,0.7646,1.366,2.265,0.5014,1.445,0.8232,0.3726,1.409,0.8631
57198,9.023,19.23,20.87,19.22,21.11,11.42,13.27,19.21,33.08,10.7,9.043,9.158,20.95,8.663,6.495,11.39,19.05,14.73
101928101,0,0.04792,0.288,0.2274,0.4023,0,0,0,0.4067,0.05734,0.07171,0.1268,0.335,0.08429,0.1601,0,0.2465,0.151
3570,51.07,39.92,34.55,81.53,49.98,17.15,23.85,52.91,131.9,66.07,28.58,41.62,54.11,30.1,24.41,76.53,64.5,53.7
126669,11.19,8.462,7.659,15.77,10.5,3.557,4.526,9.999,25.8,13.9,6.63,9.431,11.16,6.296,5.364,15.73,14.8,11.47
126668,0.02166,0,0.05694,0,0,0,0,0.06944,0,0,0,0,0,0,0.01266,0,0,0
55585,17.56,19.96,22.05,22.41,25.32,14.95,12.73,23.75,35.25,18.82,11.07,13.96,20.92,9.405,9.234,18.13,30.03,21.89
100874097,6.541,6.675,5.54,7.467,7.205,1.866,3.263,8.037,12.63,5.933,2.997,5.678,8.19,4.528,3.057,6.227,10.79,8.215
107985206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06422,0
1141,17.5,17.03,16.81,23.33,19.59,13.09,12.48,19.79,62.04,32.76,9.855,20.43,23.6,11.58,9.365,29.87,29.64,24.46
103,42.53,44.94,41.8,69.01,46.06,33.41,35.79,55.36,191.3,91.79,22.85,49.14,64.63,31.48,23.74,72.63,73.77,70.65
3782,0.02165,0.04419,0.03162,0.0749,0.006625,0.03088,0,0.0347,0.07501,0.06798,0.004724,0.02088,0.01891,0.005552,0.02108,0.08374,0.03248,0.1194
105371449,0,0.04472,0.08958,0.1415,0.1408,0.01042,0.04722,0.08194,0.1012,0.01784,0.02231,0.03945,0.1191,0.02622,0.02987,0,0.115,0.1566
10654,6.937,10.55,10.9,6.808,10.45,5.854,4.722,10.15,11.76,8.76,4.737,6.415,9.354,4.582,4.846,8.211,12.98,12.33
57326,46.05,76.77,81.12,113.6,85.89,47.04,51.54,109.3,189.2,82.34,56.26,49.08,89.69,59.75,48.66,98.25,132.9,74.06
90780,13.55,19.66,19.59,22.19,23.5,15.28,15.22,24,30.4,13.19,9.82,10.65,21.76,9.579,9.494,17.46,25.25,17.64
101928120,4.516,5.486,6.008,7.551,6.294,7.31,5.237,8.176,13.04,6.039,2.244,3.92,7.159,3.088,3.323,7.016,7.526,6.839
6464,13.95,17.97,17.34,24.78,19.72,14.32,11.19,21.3,34.06,16.71,8.605,12.03,21.56,9.337,10.62,20.66,23.32,20.58
1163,1.252,1.916,1.279,0.9743,1.915,1.658,0.9827,1.839,2.323,1.528,0.6827,2.052,1.64,0.4814,0.4875,0.3724,2.112,1.725
100423020,0,0.9285,0,0,0,3.893,0,0,0,0,0,0.6143,0,0,1.86,0,0,0
80308,5.442,6.583,7.465,6.681,8.563,6.749,4.998,8.373,12.33,5.11,4.681,4.121,8.395,3.564,3.016,5.44,10.22,7.658
55891,0,0.129,0.3876,0.153,0.6768,0,0,0,0.219,0.3087,0,0.3414,1.031,0.1134,0.4308,1.579,0.1659,0
51043,65.06,41.99,35.71,71.51,57.49,26.29,19.32,57.56,82.52,52.11,24.36,42.04,45.53,24.54,30.66,54.7,62.36,58.22
127579,0.1766,0.3604,0.3868,0.5803,0.4592,0.3958,0.2773,0.566,0.6992,0.2772,0.3467,0.2044,0.4885,0.2943,0.3611,0.3152,0.3973,0.2975
149095,0.0841,0.1104,0.2947,0.3491,0.0386,0.02571,0.3263,0.2696,0.3746,0.08802,0.1101,0.07301,0.1102,0.1294,0.07371,0.2252,0.2365,0
100505666,0.4206,0.276,0.3685,0.3274,0.8205,0.2571,0.4371,0.6742,0.6246,0.2201,0.2065,0.1826,0.2756,0.3236,0.2765,0.4693,0.4732,0.3382
8751,11.66,13.25,23.22,23.82,13.8,14.01,7.953,21.35,31.83,17.5,8.007,12.04,20.2,7.014,12.02,17.15,24.12,24.03
1945,4.929,3.773,3.037,4.636,5.798,1.836,2.092,4.568,5.947,4.031,1.311,2.764,4.306,1.777,1.62,4.469,5.719,4.034
1944,0.5847,0.93,0.6986,0.7172,1.317,1.105,0.6481,1.193,0.7893,0.8902,0.3131,0.8922,0.743,0.4498,0.5901,2.704,1.495,1.368
1942,0.6223,0.4355,0.1091,0.06459,0.2856,0,0,0.2992,0.09241,0.06514,0.2037,0.2161,0.3262,0.1436,0,0,0.21,0.5147
55974,8.817,9.516,13.9,12.89,12.56,9.485,5.49,15.51,16.32,11.81,6.333,8.814,12.05,6.915,5.787,6.746,13.91,15.1
54344,6.6,6.055,6.206,5.513,7.979,4.232,4.193,7.224,5.737,4.718,2.423,3.633,5.344,1.981,3.856,6.897,7.787,8.284
200185,66.04,68.58,73.33,72.39,85.9,96.61,63.12,99.62,86,53.23,38.37,49.97,76.82,35.59,39.51,71.55,89.79,81.13
80128,0.6606,1.375,1.497,1.229,1.401,1.309,0.9595,1.059,1.827,0.6676,0.4771,0.9097,2.01,0.9112,0.5723,1.464,1.435,1.026
4582,0.4976,0.228,0.353,0.2459,0.1958,0.07243,0.1313,0.2279,0.5982,0.1736,0.09306,0.5074,0.3519,0.07291,0.2215,0.3173,0.4799,0.7404
693235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,3.884,3.697,4.063,3.8,3.659,1.694,1.641,4.58,7.723,4.101,1.781,3.387,4.245,2.04,1.63,3.681,6.044,3.695
105371450,3.155,2.845,3.317,2.922,2.272,0.3857,0.9684,3.19,5.477,2.692,1.175,2.444,3.35,1.232,1.418,4.246,5.57,2.854
4580,16.12,10.72,12.38,18.37,13.61,7.739,5.879,13.25,22.71,16.99,6.444,13.03,13.47,8.701,7.602,24.33,21.69,17.34
2630,9.298,6.515,7.897,7.878,7.882,5.887,4.811,8.136,16.48,10.72,3.664,7.55,10.4,4.16,4.934,10.5,11.26,14.26
2629,34.1,23.46,25.29,30.03,28.29,20.04,17.26,27.59,62.82,42.98,13.99,26.39,36.33,15.73,15.9,36.91,39.04,48.11
10712,3.834,4.785,4.769,6.429,6.473,4.541,3.061,5.716,8.361,3.677,3.299,3.181,5.927,2.455,3.603,3.47,5.43,5.322
10067,15.82,27.56,28.81,25.24,28.63,29.27,20.93,34.47,39.45,18.12,12.11,15.38,28.95,15.05,14.43,24.38,34.11,26.54
1196,11.43,19.5,19.49,24.62,21.57,12.64,12.97,23.65,36.49,16.99,9.597,14.33,26.72,11.24,10.03,20.05,32.24,21.1
57657,0.2028,0.3253,0.1925,0.421,0.3569,0.4547,0.2155,0.298,0.7028,0.23,0.1438,0.225,0.3839,0.02601,0.1778,0.8147,0.4184,0.2796
5313,0.03024,0.07936,0.07949,0.03138,0.1388,0.09243,0.05028,0.09694,0.0898,0.0633,0.01979,0.0175,0.1585,0,0.03534,0.02699,0.06804,0.02779
2224,11.47,14.18,14.1,18.59,20.49,13.21,7.761,20.32,28.65,13.04,7.974,13.4,17.87,8.439,8.826,18.85,23.38,19.61
284618,3.388,4.104,4.212,5.23,6.407,2.833,2.568,5.524,10.06,4.092,2.161,3.939,6.275,2.272,2.572,4.912,7.103,5.642
