,GSM5824838,GSM5824839,GSM5824847,GSM5824852,GSM5824855,GSM5824858,GSM5824868,GSM5824878,GSM5824885,GSM5824894,GSM5824904,GSM5824932,GSM5824943,GSM5824955,GSM5824967,GSM5824970,GSM5824979,GSM5824984
100287102,0.1169,0.2557,0.8709,2.063,0.322,1.287,2.268,1.125,0.955,0.306,0.6888,0.4061,2.911,0.5847,1.537,0.8872,1.25,1.504
653635,9.828,11.27,13.39,13.83,14.73,7.41,8.745,13.3,18.57,9.829,5.682,8.5,14.07,5.166,7.816,13.94,18.43,11.59
102466751,8.522,2.485,12.45,7.371,5.215,0,2.362,9.106,25.31,7.433,1.859,3.288,3.723,1.093,3.32,1.268,23.97,5.221
107985730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100302278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04994,0.1526,0,0
79501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100996442,3.848,2.313,0.83,3.871,2.663,0.5429,0.9407,2.499,7.824,2.541,1.279,3.712,2.345,1.549,1.026,4.862,4.907,3.083
729737,170.9,83.75,34.63,99.95,130.3,13.25,30.16,57.81,171,77.31,38.1,106.3,67.93,43.98,56.59,174.1,131.1,80.93
102725121,0.1803,0.2103,1.053,2.121,0.4965,1.764,2.798,1.06,1.249,0.3145,0.5507,0.3479,3.518,0.5086,1.756,0.8047,1.285,2.264
102723897,10.15,11.32,12.73,14,13.69,9.723,8.876,15.47,19.87,9.644,5.636,10.16,11.84,6.666,6.89,13.9,18.26,11.09
102465909,2.841,3.728,3.734,4.422,5.215,0.8683,0.7872,4.553,12.65,5.947,1.859,4.11,6.204,2.185,2.49,1.268,6.392,5.221
107985721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04016,0
112268260,0.3516,0.1025,0.1155,0.1672,0.2152,0.01791,0.06495,0.09392,0.1523,0.1687,0.07671,0.1781,0.1024,0.06762,0.05136,0.17,0.09889,0.1212
729759,0,0,0,0,0,0,0,0,0,0,0.06732,0,0,0,0,0,0,0
100132287,67.46,34.84,14.87,56.25,52.51,5.688,14.7,35.74,99.37,33.47,20.83,58.09,33.52,25.49,30.84,91.79,75.14,39.91
105378947,0.1237,0.03606,0,0.1283,0.1135,0,0.02285,0.1321,0.1224,0.08629,0,0.02386,0.07203,0,0.02409,0.1104,0.09275,0.03788
101928626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113219467,1426,2243,1921,1694,1928,3235,1700,1371,2070,1324,1645,1239,1547,886.4,1307,876.7,1945,1503
81399,0.1003,0.02924,0.01464,0.03469,0.04602,0,0.009261,0,0.04963,0.03498,0.01094,0.07737,0.05839,0.01285,0.009764,0.07458,0.0376,0.03071
100133331,64.24,33.58,14.22,51.8,48.14,5.61,14.57,32.68,91.16,30.38,19.16,52.51,31.97,22.99,28.08,80.2,69.6,35.93
107984841,17.84,10.13,3.107,15.7,9.67,2.232,5.087,12.04,37.33,9.061,5.393,14.07,10.11,6.419,7.679,20.95,24.64,12.46
107984847,51.58,32.58,7.678,39.06,40.77,6.696,20.86,30,85.75,25.85,11.6,37.11,28.36,13.79,21.18,42.48,61.16,30.56
107984849,34.49,17.2,3.929,24.34,23.75,2.109,12.24,17.14,59.42,18.41,10.16,26.55,18.99,9.287,13.1,31.41,42.3,24.09
100288069,9.933,5.485,2.222,9.871,6.079,0.4737,1.679,7.565,25.84,6.046,2.997,11.01,6.278,4.119,3.211,12.89,14.66,7.121
105378580,0.1692,0.3782,0.1153,0.2536,0.1035,0.1724,0.2396,0.1507,0.335,0.1377,0.1107,0.2285,0.1314,0.1301,0.04393,0.1007,0.2749,0.19
400728,0.04968,0.3042,0.1306,0.2063,0.04561,0,0.02754,0.2389,0.4426,0.312,0.1626,0.1725,0.1736,0,0.02903,0.3548,0.3354,0.2739
79854,1.1,0.4491,1.221,1.674,1.616,0.3587,0.7316,1.175,2.178,0.3838,1.344,0.7216,0.8329,0.3949,0.3857,0.2618,1.403,0.8087
643837,0.5754,0.8327,0.7974,0.7274,0.6434,0.3837,0.7711,0.9389,1.367,0.5912,0.4382,0.442,0.7768,0.2977,0.3362,0.1681,0.4943,0.6056
107984850,0,0.06886,0.06897,0.0817,0.1445,0,0.1527,0,0.1169,0.04119,0,0.02278,0.1719,0.03028,0.023,0,0.2657,0.03617
284593,0,0.04953,0,0,0,0,0.1569,0.09074,0.08407,0.05926,0.03705,0.03277,0.04946,0,0.06616,0.05053,0.06369,0.1561
284600,0,0.0219,0,0.05197,0.02298,0,0,0.04013,0,0,0.04916,0.01449,0,0,0,0,0,0
100130417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03747,0,0,0
107985728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148398,0.6799,1.652,1.655,1.333,1.352,1.178,0.649,1.332,1.627,0.6721,0.5439,0.5903,1.287,0.8136,0.8828,1.652,1.105,1.388
26155,8.723,16.79,17.9,16.25,16.66,10,8.291,17.52,26.53,11.44,6.695,8.577,17.02,6.495,7.819,11.98,19.51,17.29
339451,2.8,3.197,3.925,3.09,4.031,1.982,1.683,3.071,5.821,1.635,1.312,2.371,3.116,1.338,1.292,2.289,3.714,2.681
84069,0.1206,0.3164,0.2747,0.1752,0.04427,0.08846,0.1871,0.2319,0.3939,0.3534,0.06314,0.1535,0.2739,0.2041,0.155,0.0861,0.1899,0.4211
84808,0.02672,0.07012,0.04682,0.02773,0,0,0.04442,0,0.03967,0.02796,0,0.03093,0.04668,0.02055,0.01561,0,0.03006,0.0491
57801,0.4024,1.012,1.058,1.044,3.417,2.183,0.474,0.7257,2.39,1.632,0.8231,0.757,2.066,0.2709,0.7348,0.0898,0.9055,1.063
9636,114.2,163.5,143.9,53.35,174,156.3,56.56,89.43,447.6,493.6,34.34,90.74,229.8,25.54,30.21,96.09,114.8,222
375790,0.5586,1.757,2.51,1.048,1.636,1.562,1.008,1.581,6.688,2.786,0.5134,0.9148,2.378,0.32,0.625,0.9441,1.471,2.02
100288175,0.2975,0.4337,0.1738,0,0.09103,0,0.1649,0.3179,0.1472,0.1038,0.1298,0.1722,0.3465,0.6103,0.1159,0,0.2231,0.1823
112267874,0.03573,0.03126,0.1252,0.03709,0.2624,0.1311,0.1386,0.1145,0.05306,0,0.09355,0.08272,0.09365,0,0.04176,0,0.0402,0.1313
105378948,0.3969,0.7813,0.2898,0.103,0.7287,0.6875,0.5316,0.5302,0.442,0.4501,0.2165,0.2297,0.7802,0.5089,0.116,0.1476,0.6326,0.3344
401934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54991,3.376,5.837,4.071,4.493,5.432,3.011,2.047,4.138,6.723,1.954,2.469,3.861,4.441,2.047,2.808,3.616,6.255,3.577
254099,0,0.3129,0.4179,0.2475,0.1642,0.1093,0.2313,0.6689,0.2656,0.1248,0.1171,0.138,0.2083,0.3669,0.06967,0.05322,0.5366,0.2739
406984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0
406983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100506376,0,0.04047,0.08106,0.07201,0,0,0,0,0.03434,0,0.01514,0,0.02021,0,0,0,0,0
254173,0.02248,0,0.0591,0.02333,0,0.01374,0.01246,0,0.1002,0.02353,0.04415,0.03904,0.07857,0,0.01314,0,0.05059,0
8784,0.3931,0.8253,2.204,0.4488,1.516,1.85,0.2397,1.827,2.452,1.07,0.7976,0.8418,1.065,0.6048,0.2297,0.2456,2.565,0.3251
7293,1.184,2.325,2.651,1.556,2.246,1.351,0.4958,2.109,2.383,1.652,0.7233,0.8375,1.126,0.9917,0.8301,1.456,1.776,1.112
51150,22.62,25.2,27.34,31.82,31.32,16.29,12.98,34.58,46.41,21.96,12.74,21.37,28.09,12.63,19,32.83,36.66,26.47
126792,3.719,4.639,5.491,4.288,4.267,3.915,2.996,6.181,5.931,3.46,2.457,3.428,5.355,2.94,3.219,3.842,5.966,5.031
388581,0.1476,0.3227,0.06465,0.536,0.4064,0.09021,0.1227,0.8279,0.7669,0.1545,0.09659,0.7687,0.5802,0.05676,0.1724,0.7245,0.08301,0.2712
118424,9.509,8.708,9.483,14.17,10.59,5.214,4.814,13.03,18.65,8.298,5.932,8.636,10.41,5.893,5.608,14.01,15.53,11.17
101928895,1.098,1.416,0.6077,0.4799,0.7959,0.4947,0.3844,0.3706,1.03,0.363,0.2648,0.3011,0.9594,0.8004,0.5404,0.4643,1.691,1.434
6339,0.7274,1.356,1.302,1.116,1.335,1.141,1.017,1.876,1.925,0.6951,0.6624,0.8054,1.492,0.7542,0.425,0.988,1.459,1.046
116983,5.811,7.912,8.601,9.311,8.796,3.802,4.06,8.8,11.5,4.634,3.479,5.108,7.316,3.507,4.799,8.333,10.14,6.049
102465434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109623456,4.599,5.029,1.007,4.773,3.166,0,2.549,1.843,10.24,1.203,2.258,1.331,6.027,0.8845,1.344,0,2.587,4.227
126789,4.651,5.565,5.933,6.318,5.651,4.809,1.744,6.907,9.548,4.654,3.268,3.523,5.856,2.894,3.317,5.312,7.08,4.4
54973,20.32,27.86,29.39,28.25,32.24,17.14,17.47,33.62,47.84,19.07,15.77,18.73,29.46,15.29,15.56,26.46,39.27,24.38
102465435,1.486,2.6,3.906,4.627,2.728,0,0,0,8.826,1.555,1.945,3.44,5.193,3.429,0.8682,0,3.343,2.731
80772,7.94,11.14,10.57,10.25,9.942,6.369,3.961,11.81,12.21,8.045,5.114,6.893,9.739,4.667,5.716,8.363,11.47,9.165
83756,0.3749,0.3514,0.5162,0.528,0.6637,0.1964,0.2671,0.4721,0.7952,0.7567,0.1577,0.248,0.5614,0.2472,0.2034,0.4302,0.5724,0.5167
1855,6.067,8.062,6.455,8.096,8.805,2.702,3.395,8.15,9.224,4.657,2.912,4.582,6.588,3.378,4.018,6.499,9.069,6.797
102466740,0,0,0,1.699,1.503,0,0,0,2.431,0,0,0,2.86,0,0.9565,7.306,0,0
54587,0.6383,0.9423,0.8389,0.6832,0.8789,0.4756,0.2764,0.9272,0.859,0.3967,0.3133,0.4849,0.6622,0.4143,0.1748,0.08902,0.6508,0.4583
54998,35.8,28.7,20.24,32.22,37.4,12.14,7.214,35.36,40.11,26.09,16.32,27.23,28.83,16.37,17.57,40.38,44.89,32.95
81669,13.9,22.32,18.4,25.19,21.81,7.968,10.67,24.78,39.4,13.23,10.26,15.06,23.99,10.56,9.381,20.05,31.64,16.04
148413,7.073,9.329,7.553,8.373,11.06,5.134,4.777,10.89,12.88,4.974,3.472,5.564,11.05,4.038,4.068,6.461,11.13,9.851
55052,14.6,19.16,22.51,19.57,23.76,13.79,11.99,21.63,27.31,16.16,9.074,15.83,22.69,8.39,8.587,23.35,27.56,20.21
107984868,0,0.04385,0.02196,0,0.115,0,0,0,0,0,0.03281,0,0.02189,0,0,0,0.02819,0
441869,0.02892,0,0,0,0,0.05303,0,0,0,0.06053,0,0,0,0.04449,0,0,0,0
105378585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724312,0.08089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64856,0,0,0,0.06695,0,0.02629,0,0,0,0,0,0,0,0,0,0,0,0
219293,0.275,0.328,0.4599,0.3373,0.3442,0.2292,0.2217,0.4407,0.5939,0.3401,0.18,0.1736,0.3494,0.1346,0.1168,0.3124,0.4499,0.3446
83858,2.281,4.57,3.861,3.79,4.328,1.705,2.169,3.631,6.018,2.29,1.926,2.381,4.644,2.205,2.224,3.7,5.322,3.795
55210,2.277,5.652,4.165,4.899,4.61,2.292,1.262,5.259,7.506,2.418,2.301,3.333,4.797,1.906,3.228,4.632,6.441,4.399
339453,0.06994,0.1224,0.1838,0.4355,0.321,0.08551,0,0,0,0.0732,0.09155,0.04048,0.3666,0.1614,0,0,0.2361,0.1285
29101,53.78,51.33,46.6,53.32,61.73,43.09,28.27,65.35,84.33,51.88,32.79,43.19,58.62,30.44,30.11,61.57,82.17,55.16
643988,2.137,2.466,3.108,3.398,3.298,2.085,2.167,3.499,5.199,3.141,1.369,1.184,2.185,0.8745,2.604,2.395,2.66,3.343
105378586,0,0.2954,0.1479,0.3505,0.775,0.3097,0,0.2706,0.5015,0,0.221,0.09773,1.033,0,0.1973,0,0.7599,0.4655
142678,5.302,8.517,5.588,7.405,8.745,3.936,4.352,8.737,14.06,3.505,3.561,5.341,7.461,3.68,4.827,8.477,12.55,4.771
8510,1.188,2.232,1.684,1.632,2.406,1.453,1.026,3.753,5.085,1.024,0.892,1.153,2.198,0.8333,1.817,2.183,3.735,1.349
984,9.32,14.33,13.69,18.31,16.91,6.888,7.693,14.55,30.27,12.77,6.795,8.354,16.36,6.216,8.226,20.67,19.77,12.98
728661,20.12,25.21,19.37,23.75,23.96,10.31,16.28,31.22,52.13,16.62,11.22,15.5,31.61,13.59,9.24,17.47,38.15,22.39
8511,2.026,2.798,2.055,1.77,2.838,1.369,1.359,4.784,4.116,1.339,0.7675,1.542,3.073,0.7381,2.118,3.33,3.478,0.9797
728642,11.69,19.25,16.65,24.12,21.05,10.57,9.987,21.52,38.6,15.38,7.607,9.915,22.77,4.97,10.27,23.77,25.65,18.1
9906,10.67,14.61,10.68,19.69,13.95,5.219,9.375,15.91,25.94,8.34,5.051,6.343,16.78,5.549,7.061,14.72,19.79,11.66
112268218,14.45,11.48,10.37,20.72,17.32,5.492,5.638,13.03,35.08,20.8,8.089,13.23,15.66,7.898,8.637,22.61,20.27,15.55
65220,96.89,77.26,62.31,140.5,121.3,37.64,38.98,104.5,265.9,134.5,55.1,95.62,113.8,53.07,55.35,167.5,154,107.9
2782,88.21,94.82,103.3,139.1,104.3,70.7,69.02,130.2,234.2,117.7,55.22,77.26,114.4,56.93,55.69,115.2,132.9,117.5
105378949,0,0,0.5181,0.2728,0,0.3615,0.2185,0.6319,0.09756,0.1375,0.08601,0,0.1722,0,0.07678,0,0.2957,0.2415
163688,0.1721,0.1882,0,0.134,0.158,0,0,0.06896,0.1916,0.09006,0.08448,0.0996,0.1128,0.1986,0.02514,0,0.1936,0.03954
339456,0,0.09037,0,0.1072,0,0,0,0,0,0,0,0,0.09025,0.07946,0,0,0,0
85452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01869
2563,0.01884,0.03297,0,0,0.03459,0,0,0.0302,0.02798,0,0.06166,0.02181,0.08231,0.07247,0.02202,0,0,0.03463
105378590,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1002,0,0,0,0
105378591,0,0,0,0,0.1642,0,0,0,0,0,0,0,0,0,0,0,0,0
5590,1.762,2.151,1.636,3.438,4.139,1.077,1.144,2.866,3.553,1.541,1.583,1.849,2.607,1.507,1.605,2.934,3.017,1.715
100506504,2.313,3.304,2.026,3.52,4.812,0.377,0.5127,3.336,4.693,2.178,1.867,1.963,2.896,1.245,1.531,3.922,3.209,1.7
199990,3.165,3.501,3.722,4.498,5.595,2.966,1.938,4.401,4.607,3.312,2.224,2.694,3.464,1.847,2.288,4.308,5.015,3.168
112268219,1.591,1.898,1.901,2.064,2.324,0.5084,0.982,2.724,3.866,1.173,0.9467,1.507,2.18,0.918,1.458,2.647,2.36,1.961
105378593,0.09368,0.1639,0.2462,0.1945,0.08599,0,0.1558,0.3003,0.5564,0.09805,0.1226,0.3253,0.1637,0.2162,0.1642,0,0.3162,0
6497,5.239,9.296,7.498,13.35,9.25,4.126,6.727,11.48,21.13,7.933,6.212,5.438,9.963,5.75,5.235,10.87,11.01,6.748
79906,0.2025,0.2452,0.2047,0.3717,0.2716,0.03808,0.07768,0.674,0.3931,0.1141,0.2344,0.1803,0.3401,0.1917,0.09099,0.5699,0.438,0.2576
100129534,0.3437,0.4886,0.4141,0.6689,0.4338,0,0.1905,0.7575,0.957,0.1349,0.4781,0.4227,0.563,0.5949,0.4017,0.3835,0.5317,0.5133
11079,29.12,31.45,25.43,32.64,34.32,15.21,13.68,39.72,53.99,27.08,14.76,23.21,32.83,14.7,13.87,29.5,45.65,29.96
5192,4.092,5.004,4.686,5.212,5.165,3.497,2.474,5.739,8.217,3.553,2.374,4.01,5.363,2.504,2.799,4.524,6.697,5.043
9651,1.01,2.065,2.74,1.743,1.575,2.157,0.8295,1.716,2.439,1.07,0.9955,1.148,1.467,1.338,0.8673,1.673,2.081,0.8945
55229,6.508,7.446,7.364,9.215,8.882,3.86,4.837,7.599,14.11,5.706,4.09,5.849,7.455,4.89,3.878,9.233,10.91,7.208
388585,0.05645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115110,3.931,3.658,3.463,5.078,6.948,1.866,2.538,5.061,8.57,2.867,2.094,4.006,5.353,1.802,2.786,5.935,5.67,4.862
8764,52.67,41.57,33.13,44.19,53.71,15.9,17.14,42.15,74.45,33.65,20.01,37.48,43.38,20.74,22.15,53.66,64.39,40.11
100996583,0.9686,1.574,1.212,0.8617,2.54,0.6767,0.4601,1.331,2.877,1.303,1.177,0.8809,1.209,0.5322,0.6468,2.1,1.712,2.798
127281,4.243,7.16,6.879,8.46,8.434,4.514,4.777,6.372,8.83,3.811,3.411,3.983,5.896,3.187,4.06,5.576,6.728,4.206
79258,0.2035,0.4831,0.4584,0.4827,0.3202,0.1244,0.2094,0.4193,0.5179,0.2738,0.2473,0.2187,0.3555,0.2012,0.2887,0.3632,0.3597,0.2938
105378597,0,0,0,0,0.1689,0,0,0,0.1366,0,0,0,0,0,0,0,0,0
100287898,0.1501,0.2148,0.3466,0.1699,0.1753,0.1001,0.2041,0.5685,0.4051,0.1713,0.09822,0.07895,0.2384,0.04198,0.08768,0.09741,0.3223,0.163
105378603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112268220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440556,0,0.06587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63976,0.0111,0,0,0.01152,0,0,0,0.05339,0.03298,0,0,0,0,0,0,0,0,0
100422968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02295,0,0,0
105378605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27237,0,0,0,0,0.02233,0,0,0,0,0.02546,0,0,0,0.01871,0,0,0.02736,0
1953,2.842,4.573,3.623,6.652,5.28,1.227,1.168,4.949,9.103,3.15,3.633,3.503,2.045,3.653,3.217,7.233,7.574,0.9424
105378608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02853,0,0
693135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105378607,0,0,0,0,0,0,0,0,0,0.1021,0.06385,0.4517,0,0.1501,0,0,0,0.08965
127262,33.95,36.21,32.39,42.92,42.21,27.08,20.69,40.49,66.96,37.51,19.98,23.17,38.03,21.29,17.7,37.56,44.85,31.83
49856,9.928,12.84,14.39,15.84,16.04,8.135,5.766,14.9,26.03,10.34,6.429,10.54,15.5,6.012,6.51,13.91,19.66,14.32
7161,0.2254,0.273,0.3038,0.2519,0.3342,0.1696,0.09609,0.1389,0.1545,0.07258,0.05674,0.1706,0.2272,0.08002,0.1013,0.04643,0.2731,0.239
105378610,0,0.03904,0,0,0,0,0.02474,0,0,0.04672,0,0.1033,0,0.06867,0.02608,0,0,0.04102
105378609,0.1362,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0
57212,1.317,2.605,3.015,2.5,2.555,1.683,1.46,3.478,4.31,1.754,1.41,1.507,3.294,1.347,1.032,1.656,2.525,2.255
148870,0,0,0,0,0,0.03212,0,0,0,0,0,0,0,0,0,0,0.02956,0.04829
388588,3.371,2.802,6.646,1.4,1.857,11.44,1.588,2.702,2.503,9.703,21.18,20.78,1.62,16.08,1.871,1.956,1.896,3.408
57470,5.14,8.699,8.221,10.37,7.747,4.693,4.031,10.22,14.56,6.649,4.51,5.157,9.373,3.799,4.21,6.572,10.71,8.952
9731,2.557,4.321,4.657,4.962,3.832,2.296,2.546,4.167,9.329,3.099,1.806,2.207,4.404,1.678,1.587,3.236,5.021,3.597
1677,1.761,2.787,1.572,2.402,2.694,1.056,1.31,2.634,4.233,1.615,1.065,1.436,2.637,0.7997,0.7642,1.886,2.528,1.556
107984910,0.1701,0.1116,0.2981,0.3531,0.1952,0,0.04714,0.2727,0.821,0.1335,0.02784,0.07384,0.5202,0,0.1988,0.03796,0.3349,0.2345
339448,2.914,4.485,5.363,5.72,5.225,4.557,2.579,7.06,11,3.712,2.262,2.432,5.525,1.616,2.455,4.073,6.76,5.002
100133612,0.3464,0.1299,0.2168,0.873,0.04542,0,0.05485,0.07931,0.2204,0.1554,0.03239,0.2005,0.3026,0.03806,0.2024,0,0.4453,0.4547
728716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985376,3.295,4.247,3.494,6.839,5.412,0.742,6.247,7.226,3.09,0.1815,2.27,2.509,8.029,1.334,5.268,2.786,5.657,2.868
55966,0.03697,0.03234,0.05831,0.1074,0.4004,0,0.01229,0.3437,0.2196,0.02322,0.04839,0.01284,0.05168,0.02275,0.03456,0.033,0.04991,0.03397
105376680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105376686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100616421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261734,0.9247,1.153,1.236,1.811,1.167,0.5088,0.852,1.186,2.128,0.992,0.696,0.7559,1.262,0.8803,0.6416,1.403,1.456,1.307
8514,36.69,51.7,51.91,56.97,50.57,35.63,25.13,63.45,90.12,49.89,21.9,28.29,54.56,24.06,32.72,47.45,63.27,49
26038,0.01961,0.09436,0.008592,0,0.018,0.01798,0.005435,0.01572,0.02912,0.01026,0.04492,0.03973,0.01713,0.0528,0.005729,0,0.02206,0
105376687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6146,27.13,45.09,48,33.66,41.3,20.43,26.96,65.87,53.3,31.93,21.87,29.08,47.7,24.23,16.18,25.14,57.05,43.07
107985733,0.1847,0,0,0.3833,0.1695,0,0,0,0,0,0,0.1069,0.1613,0,0,0,0.2078,0.1697
102724450,0,0,0,0,0.2345,0,0.4248,0,0.3794,0,0,0,0.2232,0,0,0,0,0
388591,0.5326,0.7987,0.6166,0.4935,1.013,0.593,0.2108,0.4878,1.073,0.3185,0.1743,0.4293,0.4154,0.1463,0.2223,1.019,0.5778,0.4195
23463,3.802,6.112,7.884,6.57,5.866,5.184,3.343,7.849,12.36,5.605,2.554,3.134,8.121,3.583,2.722,4.78,8.421,6.512
148645,0.05882,0,0,0.06105,0.108,0,0,0,0.1747,0.1231,0,0.2043,0,0,0.03437,0,0,0.05405
390992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387509,0.6742,1.301,0.7471,1.214,1.929,1.661,0.8132,2.543,3.033,0.8509,0.8046,0.6312,1.039,0.5491,1.124,1.451,2.097,0.82
11332,1.617,3.047,4.106,1.98,2.703,2.611,1.057,3.656,4.865,2.214,1.873,1.608,3.152,1.404,1.357,4.183,3.359,4.306
54626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83715,1.809,1.65,1.759,1.007,1.215,1.955,2.219,1.167,0.9335,2.193,1.097,2.055,2.843,0.9927,1.012,0.7285,1.142,2.27
100422975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8718,12.6,20.99,14.8,15.49,22.54,5.208,11.4,15.76,17.67,5.909,11.68,12.4,21.98,13.57,5.243,8.639,18.72,14.68
57449,0.06474,0.1982,0.2269,0.3863,0.08913,0.07915,0.1704,0.6485,0.3845,0.1355,0.1801,0.5058,0.608,0.3735,0.04728,0.39,0.4006,0.2231
79707,2.275,3.948,5.497,5.381,3.772,2.602,3.884,4.92,10.5,2.867,2.505,3.065,6.709,2.361,1.879,3.297,5.971,4.855
80835,0.02269,0.0397,0,0,0.04166,0.02775,0,0.07275,0,0.07126,0.01485,0.02627,0.05948,0.01746,0,0,0,0
107984912,0.2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,11.25,12.03,10.22,15.85,20.33,5.62,5.38,13.03,21.43,9.453,8.12,9.952,12.97,6.997,7.587,16.24,16.74,11.08
9903,24.23,22.24,15.42,36.15,28.38,9.683,9.798,28.21,49.74,22.68,14.02,19.1,28.57,15.69,13.8,31.86,34.06,23.38
107984913,0.392,0.2143,0.2147,0.4577,0.08996,0.1198,0.05432,0.4713,0.1455,0.2564,0.06415,0.2269,0.2997,0.1885,0.2291,0.3499,0.441,0.04503
148479,2.06,2.967,2.752,3.912,3.39,1.014,1.81,3.343,5.149,2.84,1.431,2.109,3.073,1.662,1.395,4.329,3.251,2.54
90326,3.409,4.45,4.82,4.771,4.694,1.673,2.533,6.085,7.324,3.271,2.4,3.019,5.302,2.722,1.977,3.066,6.421,4.106
55735,3.36,7.006,7.885,7.596,6.994,3.997,5.686,9.952,12.11,5.337,2.925,4.01,7.678,4.038,3.365,5.221,9.854,7.194
100505887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110841581,0,0.3061,0,0.3632,0.4818,0.6418,0,0.2805,0.2598,0.1831,0,0.2025,0.1529,0.1346,0.1022,0,0.1969,0.3216
23261,0.2543,0.3771,0.4721,0.3624,0.3403,0.2846,0.227,0.5389,0.5505,0.2662,0.1241,0.1971,0.3239,0.1525,0.1285,0.3347,0.4268,0.3407
105376692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102725193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
