,GSM5824838,GSM5824839,GSM5824847,GSM5824852,GSM5824855,GSM5824858,GSM5824868,GSM5824878,GSM5824885,GSM5824894,GSM5824904,GSM5824932,GSM5824943,GSM5824955,GSM5824967,GSM5824970,GSM5824979,GSM5824984
IFNA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNAR1,32.38,22.11,16.36,34.21,23.65,7.941,9.164,22.9,65.89,31.52,14.08,25.32,23.32,14.94,8.664,22.49,35.48,33.45
IFNAR2,34.96,23.72,20.06,33.97,29.8,7.915,9.576,24.21,55.01,32.73,12.99,25.89,28.58,15.51,9.862,26.33,37.78,31.37
IFNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNE,0,0,0,0,0,0,0,0,0,0,0,0.0379,0,0,0,0,0,0
IFNG,0.3988,0.7675,1.118,0.8278,0.2928,0.4876,0.8399,1.023,1.421,0.167,0.261,0.277,0.6968,0.1841,0.0932,0,0.5384,0.8062
IFNG-AS1,0.05059,0,0.04433,0.105,0,0.4949,0,0,0.2254,0,0.1325,0.2928,0.1768,0.1557,0,0,0.2277,0
IFNGR1,53.14,30.84,33.92,43.56,42.49,17.89,16.49,45.39,91.81,66.78,21.64,38.36,34.42,20.97,13.8,33.53,64.81,48.52
IFNGR2,113.2,56.04,44.42,92.64,78.36,29.41,29.33,73.45,134.7,98.35,42.11,80.07,71.7,40.96,35.63,90.89,101,97
IFNK,0.2542,0.3706,0,0.7034,0.3111,0.05179,0.3757,0.1358,2.013,0.08868,0.1109,0.04903,0.3701,0,0,0.1512,0.1906,0.7786
IFNL1,0,0.4361,0.2184,0.1293,0.2288,0.9142,0,0.3995,0.9253,0.2609,0.1631,0.2885,0.3266,0.2876,0,0,0.701,0.2291
IFNL2,0,0,0,0,0,0,0,0,0,0.1063,0,0,0,0,0,0,0,0
IFNL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNL4,0,0,0,0.06123,0.05416,0,0,0,0.08761,0,0,0,0.05155,0,0,0,0,0
IFNLR1,1.403,2.354,1.329,2.36,2.853,1.182,1.702,3.007,3.293,0.8332,0.8559,0.7459,1.59,0.6415,0.7198,0.6598,2.623,1.115
IFNW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFRD1,14.52,7.739,6.647,13.47,11.18,3.881,3.752,9.465,23.81,19.28,7.806,9.848,10.4,6.482,3.082,11.77,13.65,12.44
IFRD2,5.541,8.333,7.383,6.702,8.576,3.948,3.274,7.928,8.908,4.793,2.908,4.002,7.602,3.699,2.649,3.311,6.698,7.449
IFT122,0.9472,1.122,1.443,1.845,1.512,0.9977,1.01,1.798,2.337,1.251,0.7726,0.6494,1.197,0.6053,0.7408,1.665,1.836,1.513
IFT122P3,0.5249,0.5357,0.5366,0.8172,0.4818,0,0.3879,0.2805,1.039,0.3663,0.3436,0.4051,0.07643,0.3365,0.1022,1.015,0.9843,0.804
IFT140,0.6774,1.114,0.5806,0.5808,0.757,0.2836,0.5754,0.5547,0.9621,0.4393,0.4482,0.6349,0.8555,0.4418,0.1764,0.3877,0.6544,0.7646
IFT172,0.2886,1.185,1.418,0.9766,0.8638,0.836,0.8414,1.166,3.074,0.5253,0.4352,0.6535,1.348,0.5019,0.5498,0.8175,1.468,0.7956
IFT20,3.603,3.906,2.196,3.171,2.445,0.7662,0.8683,6.906,7.793,2.87,2.563,3.31,3.216,2.169,0.7323,4.195,5.376,2.16
IFT22,0.1353,0.1691,0.3218,0.1405,0.3904,0.2955,0.1071,0.2479,0.4019,0.2833,0.05061,0.2462,0.152,0.05949,0.03389,0.4314,0.3262,0.231
IFT25,2.466,3.625,2.853,2.765,3.622,4.161,2.078,3.004,5.42,2.788,2.195,2.113,3.103,0.9866,1.095,0.9687,4.551,2.81
IFT27,1.985,2.515,1.979,1.741,2.451,1.276,1.309,1.975,2.439,1.182,1.232,1.684,1.794,0.9742,1.1,2.505,1.964,1.51
IFT43,1.093,1.093,1.186,0.6481,1.433,0.4136,0.4615,0.8341,1.777,1.089,0.7153,1.084,1.364,0.3603,0.4257,2.323,1.347,1.291
IFT46,0.6567,0.9575,1.121,0.8913,1.515,0.5044,0.3173,1.295,1.675,0.7226,0.4849,0.6042,1.162,0.5699,0.4427,0.5561,1.042,1.099
IFT52,3.604,4.204,5.01,3.541,6.087,4.024,2.317,5.16,6.636,5.683,2.422,2.67,4.45,2.514,1.965,4.289,5.839,3.974
IFT56,1.09,0.6414,0.4514,0.5553,0.6548,0.4725,0.1977,0.5082,2.913,1.763,0.2464,0.5849,0.5886,0.3963,0.1389,0.6014,1.115,0.3642
IFT57,1.675,2.377,1.91,1.771,2.03,1.352,0.823,1.671,2.909,1.885,0.9306,1.243,1.187,1.264,0.3877,0.9588,2.382,1.161
IFT70A,0.06726,0.2648,0.1031,0.1396,0.04631,0.07196,0.1677,0.1617,0.6242,0.2288,0.08804,0.2433,0.1763,0.03881,0.05895,0.1501,0.2459,0.17
IFT70B,0.4831,1.112,1.069,0.5805,0.7935,0.4041,0.5073,0.815,1.737,1.011,0.2662,0.4561,0.7108,0.3325,0.1188,0,0.6865,0.6542
IFT74,0.2392,0.352,0.6193,0.3611,0.3094,0.3124,0.2531,0.5055,0.7266,0.3414,0.121,0.2077,0.38,0.1673,0.1525,0.09706,0.575,0.3198
IFT74-AS1,0,0,0,0,0,0,0,0,0,0,0.1516,0,0,0,0,0,0,0
IFT80,0.6673,0.998,0.8676,1.072,0.6718,0.2895,0.5726,1.139,1.886,0.5632,0.4227,0.5108,1.053,0.3809,0.1132,0.1921,0.9929,0.6528
IFT81,0.1207,0.1055,0.141,0.06261,0.01846,0.1598,0,0.1934,0.3882,0.2105,0.01316,0.08147,0.03514,0.04641,0.0235,0.3949,0.2036,0.05544
IFT88,0.6363,0.9277,0.6147,0.7281,0.9136,0.2094,0.5878,1.438,1.381,0.6831,0.3844,0.5666,0.9835,0.2761,0.1621,0.233,1.468,1.005
IFTAP,0.06268,0,0.1098,0,0,0,0,0,0.09307,0,0,0.1088,0.1643,0.04821,0,0,0.07051,0.0576
IGBP1,15.49,14.78,16.94,16.08,17.97,9.975,10.82,22.25,26.69,15.09,9.723,11.19,14.85,7.119,7.229,13,23.23,19.74
IGBP1P1,0.6719,0.7347,0.5887,0.8717,1.696,3.081,0.7448,0.8077,1.247,0.7032,0.9895,2.139,1.467,0.2584,0.09815,1.499,2.835,1.081
IGDCC3,0,0,0,0.02087,0,0,0,0,0,0,0.01316,0,0,0.0464,0,0,0,0
IGDCC4,0,0.01195,0.01197,0.02836,0.06272,0.008354,0.05302,0.0219,0.04058,0.04291,0.02683,0.02373,0,0.01051,0,0,0.04612,0
IGF1,0.03107,0.01359,0.01361,0.06449,0.00713,0,0,0,0.02307,0.0813,0,0.04496,0,0,0.01815,0.01387,0.01748,0.07852
IGF1R,4.41,4.268,2.418,8.414,4.478,1.599,3.934,7.011,19,6.396,3.632,4.15,4.816,3.382,2.573,8.593,9.38,3.695
IGF2,0.01452,0.0127,0.02544,0.03013,0.01332,0.07986,0.04022,0.02327,0.06466,0.1519,0.038,0.0336,0.1141,0.02233,0.03392,0.01296,0.04899,0.01334
IGF2-AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF2BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF2BP2,2.31,2.096,3.276,2.067,1.564,2.427,2.536,2.244,2.358,4.729,3.061,2.974,2.346,3.242,1.375,1.173,1.397,4.192
IGF2BP2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF2BP3,0.6035,0.1667,0.3618,0.2143,0.1749,0.4854,0.08802,0.3054,0.5188,0.6649,0.2806,0.4871,0.5966,0.171,0.01856,0.04252,0.268,0.6713
IGF2R,22.38,23.46,15.06,42.64,23.5,9.539,15.62,25.52,121.2,43.38,15.24,24.85,30.27,18.83,15.75,55.47,44.57,25.37
IGFALS,0.0851,0.335,0,0.2208,0.3125,0,0.1179,0.2046,0.1895,0.08907,0.02785,0.0985,0.07434,0.06546,0.09944,0.2279,0.1915,0.0391
IGFBP-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFBP2,0.2365,0.04138,0,0.09818,0.08684,0,0,0.6065,0.7023,0.297,0.2167,0.1095,0,0,0.05527,0,0.2661,0
IGFBP3,1.358,2.794,4.632,1.257,2.662,2.536,0.9766,4.237,7.468,2.113,1.105,0.8074,1.507,1.243,0.622,0.3604,4.956,1.08
IGFBP4,1.621,2.107,3.377,1.455,3.297,1.178,1.796,2.738,2.732,1.009,1.261,1.115,2.794,1.179,0.4607,0.9775,2.464,1.771
IGFBP5,0,0,0.01356,0,0.02842,0.009464,0,0,0,0,0,0,0,0,0,0,0.01742,0
IGFBP6,0.204,0.4461,0.1787,0.9527,1.404,0.2494,0.05653,0.8174,0.7572,0.1067,0.8678,0.4722,0.6237,0.1569,0.298,1.183,0.6885,0.4686
IGFBP7,3.349,2.982,6.969,5.772,5.215,7.202,2.585,9.202,11.19,6.197,2.623,4.188,5.852,2.116,3.18,3.47,8.209,6.76
IGFBP7-AS1,0.3477,0.4258,0.6702,0.6495,0.383,0.7226,0.03854,0.8916,0.9293,0.4367,0.2731,0.322,0.4252,0.3209,0.4469,0.3103,0.3129,0.8946
IGFBPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFL2,0,0,0,0.008243,0,0,0,0,0,0,0.005198,0,0,0,0,0,0,0.007298
IGFL2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGFL4,0.08359,0.01828,0.05493,0,0.05755,0,0,0,0.06206,0.06562,0.08206,0.03628,0,0,0,0,0,0.03841
IGFLR1,63.21,40.82,35.83,42.26,57.59,23.47,18.73,43.7,72.75,36.46,19.67,39.99,46.06,21.11,24.47,64.22,61.61,59.42
IGFN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHA1,268.5,440.4,123.4,998.4,34.51,178.8,190.3,68.43,32.71,1108,55.41,551.9,208.8,217.3,479.3,1401,704.7,1278
IGHA2,199.4,160.8,31.72,310.2,25.14,49.08,53.22,30.99,23.64,177.3,20.41,202.6,43.47,85.46,285.9,706.8,303.8,348.3
IGHD,49.3,104.6,91.23,105.5,77.9,40.98,77.23,162.6,90.47,206,28.49,37.64,56.89,41.85,31,58.79,149.3,54.61
IGHD1-1,0,0,0,0,5.215,0,0,9.106,0,0,0,0,0,0,0,0,6.392,5.221
IGHD1-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD1-20,0,0,0,5.897,0,0,0,18.21,0,0,0,0,0,0,0,0,0,0
IGHD1-26,0,0,0,5.012,0,0,0,15.48,0,0,0,0,0,0,0,0,5.433,0
IGHD1-7,0,0,0,0,5.215,0,0,0,0,0,7.437,0,4.964,0,0,0,0,0
IGHD2-15,0,0,0,0,0,0,0,0,0,0,4.078,0,2.722,0,0,0,3.505,0
IGHD2-2,0,5.451,2.73,0,5.72,0,0,14.98,0,0,2.039,0,2.722,7.19,1.82,0,7.01,5.726
IGHD2-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD2-8,0,0,0,3.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD3-10,3.116,0,0,0,0,0,12.09,9.988,0,0,0,0,2.722,0,0,0,0,0
IGHD3-16,2.61,0,0,5.418,9.585,0,8.681,4.184,0,0,0,0,0,0,0,13.98,2.937,0
IGHD3-22,0,0,0,0,0,5.714,0,4.994,4.626,0,0,1.803,0,0,0,0,0,0
IGHD3-3,6.231,2.726,2.73,0,17.16,0,5.18,14.98,9.253,0,4.078,0,0,2.397,3.641,0,35.05,2.863
IGHD3-9,0,0,5.46,19.4,0,0,5.18,9.988,4.626,0,2.039,3.606,2.722,2.397,0,0,3.505,0
IGHD4-11,0,0,0,6.265,0,0,0,0,0,0,3.951,0,10.55,0,0,0,0,11.09
IGHD4-17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.644,0,0,0,0
IGHD4-23,0,0,0,0,0,0,0,0,0,0,0,5.884,0,0,0,0,0,0
IGHD4-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5-12,0,3.674,0,4.358,0,0,0,13.46,0,0,0,0,7.337,0,0,0,0,0
IGHD5-18,0,4.225,0,0,4.433,0,0,7.74,7.171,10.11,3.161,2.795,0,0,0,0,0,4.438
IGHD5-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD5-5,0,4.225,0,0,4.433,0,0,7.74,7.171,10.11,3.161,2.795,0,0,0,0,0,4.438
IGHD6-13,0,0,0,4.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHD6-19,0,0,0,0,0,0,0,0,0,0,0,2.662,0,0,0,0,0,0
IGHD6-25,0,0,0,0,0,26.24,0,0,0,0,0,6.211,0,0,0,0,6.037,0
IGHD6-6,0,0,0,0,0,19.68,0,43,7.968,0,0,0,0,0,0,0,0,0
IGHD7-27,0,0,0,0,0,0,0,0,0,0,0,10.16,0,0,0,0,0,0
IGHE,0.3755,1.445,1.777,5.223,1.655,0.1837,0.4579,3.491,2.007,0.5503,0.09831,0.2608,1.05,0.4622,1.799,2.346,5.07,2.554
IGHEP1,0.4451,0.7787,0.52,1.848,0.5448,0,0,1.427,0.4406,0.1553,0,0.08587,0.5185,0,0.5201,0.2649,1.168,0.2727
IGHG1,80.13,110.5,30.54,1383,22.88,28.21,60.38,48.22,20.82,76.74,17.72,91.01,86.34,47.34,112.6,322.2,216.8,704.6
IGHG2,218,182.9,26.25,467.6,24.79,20.97,81.99,45.65,23.56,77.37,12.26,102.2,61.13,45.72,309.9,669.7,213.4,608.3
IGHG3,21.71,22.31,8.664,115,6.709,8.848,9.412,9.073,5.532,96.89,3.564,13.68,10.39,16.76,22.06,50.52,42.56,57.22
IGHG4,29.18,24.93,3.616,153.6,5.321,3.244,15.68,9.292,5.69,16.45,2.572,14.56,16.14,6.5,29.28,66.13,55.16,112.3
IGHGP,23.9,21.62,2.849,42.27,4.105,2.485,6.849,3.127,1.69,6.552,1.49,10.78,5.043,5.066,26.98,47.82,20.95,50.21
IGHJ1,12.52,6.259,6.269,258,0,1.093,5.948,5.734,0,59.91,8.195,3.106,4.688,2.752,6.27,14.37,12.07,42.73
IGHJ1P,0,0,3.134,0,0,0,0,2.867,0,1.872,1.171,4.141,0,0,0,0,2.012,1.644
IGHJ2,12.29,10.75,7.693,23.69,0,0,23.36,11.26,7.823,9.19,3.448,20.33,10.74,1.351,5.13,32.92,11.85,46.8
IGHJ2P,0,1.408,1.41,0,2.955,0,0,0,0,1.685,0,0,0,0,0,4.311,5.433,0
IGHJ3,31.58,43.87,37.43,77.11,10.23,15.9,43.24,41.68,27.58,38.88,18.24,38.7,22.72,52.87,27.13,69.63,35.52,99
IGHJ3P,13.26,14.91,9.956,33.41,3.477,5.789,10.5,42.5,8.436,13.88,6.198,15.35,8.273,1.457,5.533,18.59,29.83,20.88
IGHJ4,108.2,145.3,115.1,290.7,74.47,81.48,148.8,145.5,103.3,133.4,39.19,237,111.4,72.81,186.2,508.6,282.5,463.3
IGHJ5,107.5,105.2,47.9,179.7,40.15,28.97,69.69,151.9,62.24,97.28,25.05,164.5,74.83,40.65,134.2,427.8,221.4,289.7
IGHJ6,46.06,106.6,40.36,165,40.92,29.07,55.18,114.3,66.19,79.32,16.53,63.64,51.93,26.29,43.41,95.5,168.8,143.4
IGHM,264.2,347.1,408.8,643.5,322.2,190.4,446.9,777.4,414.5,182.3,164.4,321.1,306.9,222.2,234.7,610.4,753.5,476.8
IGHMBP2,3.355,3.863,3.23,8.849,4.881,1.702,1.565,3.145,5.631,2.082,2.699,4.006,3.128,2.713,3.533,8.285,3.849,3.119
IGHV1-12,0,0,0,0,0,0,0,0,0.6996,0,0,0.818,0.4116,0,0.2753,0,0,0
IGHV1-14,0,0,0,0,0.3546,0,1.285,0,0,0,0,0,0,0,0,0,0,0
IGHV1-17,0,0.4801,0.4808,0.2848,0,0,1.065,1.759,0,0,0,0.6352,0,0,0,0,0.3087,0
IGHV1-18,12.86,15.56,15.58,68.44,10.55,9.701,20.93,20.61,13.81,10.88,5.193,13.14,15.78,3.157,4.796,8.059,27.4,50.04
IGHV1-2,20.25,12.69,5.993,12.49,7.786,0.5018,11.83,12.28,6.094,2.291,2.865,8.551,9.322,5.262,11.83,16.61,11.08,29.67
IGHV1-24,0.8208,1.197,2.637,2.84,2.763,1.505,1.668,2.631,2.844,0.5728,1.791,3.009,5.498,1.263,0.6395,0,7.388,5.532
IGHV1-3,4.651,2.394,14.14,5.111,2.009,2.342,0,13.16,9.344,10.88,3.403,1.584,0,3.368,2.238,4.884,9.235,0
IGHV1-45,0,0.4787,0,0,0,0,0,0.4386,0.4063,0.2864,0,0,0,0,0,0,0.9235,0
IGHV1-46,2.736,5.744,5.034,8.235,3.767,2.007,4.853,7.455,4.875,1.432,1.254,4.592,5.02,1.473,1.759,4.152,12.31,7.795
IGHV1-58,0.2736,1.197,0.2397,0,0,0,1.516,0,0,0,0,0.1584,0.7171,0,0.1599,0,2.155,1.006
IGHV1-67,0,0,0,0,0,0,0,0,0,0,0,0.3132,0,0,0,0,0,0.2486
IGHV1-68,0,0,0,0,0,0,0,0,0,0,0,0,0.2158,0,0,0,0,0
IGHV1-69,2.189,4.787,6.473,12.78,3.014,3.847,10.31,16.23,12.19,4.296,3.044,6.334,5.498,3.368,2.558,17.1,13.85,9.806
IGHV1-69-2,0,0,6.233,0.284,0.5023,16.39,0,0,0.4063,7.159,0,0.1584,0,0,0,0,0,0.2514
IGHV1-69D,0.2736,1.436,4.795,21.01,0.2512,1.171,11.53,15.35,13.41,2.005,5.014,9.976,6.932,5.262,6.395,20.03,15.39,10.81
IGHV1OR15-1,1.04,1.82,3.039,1.62,3.183,0.424,2.787,3.891,3.605,1.633,0.7945,1.104,3.939,0.9337,0.4053,0.7739,3.707,3.824
IGHV1OR15-3,0.147,0.2572,0.7729,0.3051,0.2699,0,0.3259,0.2356,0.6549,0.3077,0.09622,0.1702,0.7706,0.1131,0.0859,0.1312,0.4962,0.1351
IGHV2-26,0.8094,1.416,2.837,3.36,2.477,0.6597,1.645,10.81,4.807,2.824,0.8829,2.498,2.357,1.66,1.734,2.408,2.125,14.13
IGHV2-5,4.856,3.54,5.437,10.08,5.696,2.804,6.878,13.41,5.608,3.953,1.766,7.495,3.535,8.094,3.153,9.633,12.75,26.53
IGHV2-70,1.889,0.472,1.655,4.76,0.4953,1.484,3.888,1.297,0.8012,1.412,0,1.718,1.65,0.8302,0.3153,3.853,2.732,7.438
IGHV2-70D,2.428,0.472,2.127,0.84,0.2477,1.155,1.346,1.297,0.4006,0.8471,0,0.1561,0,0.2075,0.1576,0.4816,0,1.735
IGHV3-11,8.482,2.633,4.076,14.2,2.009,4.349,6.217,6.14,5.282,3.437,1.254,7.918,4.781,2.315,5.436,19.29,13.85,21.62
IGHV3-13,3.312,1.931,2.418,2.578,0.5066,2.53,8.565,5.308,2.459,0.8665,0.5418,4.472,4.34,2.547,1.612,7.143,3.415,14.71
IGHV3-15,9.955,9.649,7.543,19.27,6.174,7.73,14.17,17.25,6.791,4.505,2.465,27.56,8.697,6.623,24.99,42.27,13.92,31.4
IGHV3-16,0.5472,0.2394,0,0.8519,0.2512,0,0,0.8771,0.4063,0,0,0.4751,0.4781,0.2105,0.3197,2.442,0.3078,1.257
IGHV3-19,0.3296,0,0,0.3421,0,0,0,0,0,0,0,0.1908,0,0,0,0,0,0
IGHV3-20,1.915,4.069,3.117,9.087,1.005,2.342,4.701,5.701,3.25,6.014,1.612,5.384,4.303,1.894,3.677,8.792,8.927,10.06
IGHV3-21,5.472,11.01,11.51,30.67,6.781,1.338,5.308,14.91,7.719,10.88,3.403,11.56,9.8,3.157,5.276,27.6,22.78,37.72
IGHV3-22,0.5381,0,0,1.117,0.247,0.1645,0.4473,0.4312,0.3995,0,0,0.4671,0,0.4139,0.4716,1.201,0.3027,1.236
IGHV3-23,33.11,22.98,18.7,88.31,19.34,14.72,42.61,37.28,24.38,9.737,4.656,33.25,30.6,12.84,54.52,136.3,41.86,120.9
IGHV3-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2428,0,0
IGHV3-30,10.67,11.49,14.38,28.4,6.028,11.88,14.25,32.89,15.03,18.33,7.88,30.56,5.737,11.37,12.79,57.88,54.48,27.41
IGHV3-30-2,0,0,0,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,0
IGHV3-32,0,0.476,0,0,0,0,0,1.308,0.404,0,0,0,0,0,0,0.2428,0,0
IGHV3-33,12.86,9.335,14.86,21.3,3.767,10.7,14.86,16.66,10.97,11.74,4.477,22.01,8.366,8.84,12.79,57.39,33.55,35.2
IGHV3-33-2,0.8162,0,0,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,0
IGHV3-35,0.2736,0.2394,0,0.284,0.5023,0,0,0.4386,1.625,0,0,0.4751,0.239,0,0.4796,0.2442,0,0.2514
IGHV3-36,0,0,0,0,0,0,0,0,0.8012,0,0,0,0,0,0,0,0,0
IGHV3-37,0.2752,0.2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-38,0.5567,0.7305,0,0.8666,0,0.1702,0.4628,1.785,1.24,0,0,0.9666,0.2432,0.4282,0.4879,0,0.6263,0.5116
IGHV3-41,0.5472,0.4787,0.4795,1.42,0,0.5018,0.4549,0,0.4063,0.5728,0,1.267,0.7171,0.421,0.1599,3.175,0.6156,1.76
IGHV3-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6546,0
IGHV3-43,2.993,1.666,1.43,3.106,0.7492,0,0.9047,5.233,2.828,1.139,0,1.102,0.7131,0,2.226,5.828,5.204,1.25
IGHV3-47,0,0,0.4781,0.8495,0.2505,0,0,0,0.4051,0,0,0,0,0,0,0,0,0
IGHV3-48,8.756,10.29,3.836,56.23,6.279,5.854,13.5,18.42,7.313,4.009,3.761,12.51,6.932,2.526,8.153,34.92,19.09,32.94
IGHV3-49,0.5381,2.118,4.479,4.747,1.235,1.316,1.789,4.743,3.595,3.098,0.5283,2.491,0.7051,6.002,5.502,5.043,6.962,11.13
IGHV3-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-52,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,0,0,0,0
IGHV3-53,2.484,2.173,2.176,4.582,0.7599,0.1687,2.447,0,2.049,4.91,0.7225,2.715,2.411,1.274,3.709,3.448,0.9314,10.65
IGHV3-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-57,0,0,0,0,0.5795,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-62,0,0,0,0,0.2512,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-63,0.2646,0,0,0.2746,0,0,0.2933,0,0,0,0,0,0,0,0,0,0,0
IGHV3-64,0.2736,1.436,1.199,1.704,1.005,0.1673,0.9099,0.8771,0.8126,0.2864,0.1791,0.6334,0.239,0,0.6395,1.465,1.231,5.783
IGHV3-64D,0.2736,0.2394,0,1.42,0,0,0,0.4386,0,0.2864,0,0.1584,0,1.052,1.759,5.861,0,0.2514
IGHV3-65,0.4841,0.2118,0,2.01,0.2222,0.296,0.1342,0.388,0.3594,0.2534,0.1584,0.2802,0.2115,0.7449,0.5658,1.08,0.2723,0.8898
IGHV3-66,0.8279,0.9656,1.209,2.864,0,0.3374,2.294,1.327,0.4098,1.155,0.1806,1.597,1.205,0.6369,1.612,1.971,0.6209,3.55
IGHV3-69-1,2.484,2.655,2.418,10.02,1.52,0.3374,2.906,4.865,2.459,2.311,0.7225,3.673,2.411,1.698,3.064,6.897,4.967,14.45
IGHV3-7,9.85,6.941,5.034,34.08,3.014,2.676,8.947,13.16,4.063,4.868,3.403,16.47,10.28,6.525,19.34,68.38,11.39,46.01
IGHV3-71,0.269,0,0,0.2792,0,0,0.4473,0,0,0,0,0.1557,0,0.207,0,0.4803,0,0.9889
IGHV3-72,2.69,1.177,0.4715,6.701,0.7409,0,1.342,2.156,0,0,0.3522,2.803,0.7051,1.242,3.144,25.46,2.119,13.1
IGHV3-73,1.614,0.7061,1.414,4.747,0,3.618,5.815,4.312,3.595,0.2816,0,5.45,1.645,0.8278,1.729,41.78,4.843,22.75
IGHV3-74,3.283,4.308,2.877,9.939,4.521,0.3345,3.943,7.455,2.844,2.291,1.074,8.235,2.39,21.26,9.912,25.16,9.235,26.4
IGHV3-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-9,1.445,2.347,0.7233,0.8568,0.3789,0,0.4575,1.985,1.839,0.864,0.1351,0.8361,1.082,0.7938,0.7235,1.842,2.09,1.897
IGHV3OR16-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3OR16-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV4-28,0.2736,0.7181,3.356,2.556,0,0,0.7582,1.316,0.8126,2.577,0.7163,0.6334,0.7171,0.421,0.6395,0.9769,2.77,4.023
IGHV4-30-2,1.899,0.4747,1.426,3.379,0.9962,1.327,0.1504,5.653,2.417,1.704,1.776,2.669,0.7111,0.2087,0.4756,5.57,5.189,1.496
IGHV4-34,4.967,9.656,8.705,10.88,5.066,0.5061,9.483,27.42,7.785,3.177,2.167,2.715,5.063,2.76,5.16,14.29,16.14,20.79
IGHV4-39,7.325,12.1,12.36,16.61,5.977,9.288,8.421,20.87,8.46,6.815,2.486,13.19,13.98,3.131,6.341,30.76,18.31,30.17
IGHV4-4,1.915,1.675,4.076,3.976,0.5023,3.345,0.6066,3.508,2.031,4.868,1.254,0.6334,0.239,1.894,1.439,6.106,6.156,0.2514
IGHV4-55,0.8208,0.4787,0.7192,0.5679,0.2512,1.004,0.9099,0.4386,0.8126,0.8591,0,1.108,0.4781,0.2105,0.4796,0.9769,1.231,2.514
IGHV4-59,13.52,11.1,17.89,14.89,12.16,10.46,12.69,22.56,9.425,9.243,2.348,9.104,15.19,1.486,2.902,17,13.97,33.73
IGHV4-61,10.04,8.781,10.7,9.855,4.732,3.815,6.466,13.48,4.029,6.815,1.953,6.595,8.533,1.67,3.012,11.62,12.21,22.44
IGHV4-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV5-10-1,0.2705,0,0,5.054,0,0,0,0,0,0,0,0,0,0,1.107,4.83,0,0
IGHV5-51,10.4,13.88,9.35,21.01,8.791,2.676,3.943,16.66,5.688,22.05,3.94,5.067,4.542,4.631,3.517,24.67,15.7,20.11
