GSM5824838	GSM5824839	GSM5824847	GSM5824852	GSM5824855	GSM5824858	GSM5824868	GSM5824878	GSM5824885	GSM5824894	GSM5824904	GSM5824932	GSM5824943	GSM5824955	GSM5824967	GSM5824970	GSM5824979	GSM5824984
0.3373	0.3178	0.6821	0.6194	0.262	0.238	0.6903	0.3327	0.655	0.2988	0.3397	0.1352	0.6121	0.2994	0.1213	0.1158	0.6423	0.4769
7.173	7.535	7.311	10.59	7.88	3.211	4.974	9.814	15.87	10.43	4.479	6.896	9.387	5.749	4.875	12.89	11.14	8.936
0	0	0.008414	0.0299	0	0	0.005322	0.03078	0	0	0	0	0	0	0	0	0.0108	0
14.56	11.82	8.03	15.1	12.03	5.894	5.54	14.79	40.37	12.06	5.042	9.416	12.99	7.062	4.259	9.937	15.19	11.22
12.78	15.6	17.74	17.21	16.03	8.875	8.659	19.38	30.02	13.6	7.829	10.14	19.29	6.904	4.707	7.037	18.93	19.7
0	0	0	0	0	0	0	0	0.14	0.04934	0	0	0.08236	0	0	0	0.05303	0.13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.345	12.85	10.15	14.07	9.596	4.155	6.889	14.47	29.43	8.964	6.202	6.609	14.37	4.815	2.772	6.116	13.42	11.84
1.422	1.244	1.286	1.238	1.81	1.654	1.271	1.617	2.588	1.008	0.6904	0.929	1.763	1.2	0.7771	0.4503	1.393	1.939
0.2886	0.3647	1.377	0.233	0.1177	0.6273	0.3377	1.131	1.571	0.9398	0.1049	0.2413	0.4202	0.3947	0.03747	0.2862	1.623	0.442
3.278	6.032	6.437	4.868	6.225	4.837	4.886	9.602	14.6	5.324	2.441	4.154	7.406	2.478	2.245	2.169	5.214	6.024
0	2.38	0	0	0	0	0	0	0	1.424	0	3.149	1.188	0	1.59	0	1.53	1.25
0.08861	0.02584	0.05176	0.03065	0	0	0.06548	0.04734	0.1316	0.03091	0	0.01709	0	0	0	0	0	0.1357
0.1813	0.6099	0.4887	0.1592	0.4736	0.1875	0.4405	1.05	0.8489	0.1459	0.6114	0.3309	1.291	0.236	0.1059	0.1742	0.6745	0.6919
1.435	2.253	1.88	1.935	1.79	1.724	1.21	2.418	4.134	1.489	0.907	1.1	2.196	0.8585	0.3224	0.5801	1.918	1.769
7.114	7.944	7.626	9.465	9.43	3.597	3.943	9.947	22.56	10.22	4.916	7.807	10.84	4.701	2.377	5.252	11.88	10.22
4.225	7.526	9.45	9.016	7.604	5.362	5.385	9.023	19.17	7.07	3.639	5.028	10.58	4.074	2.932	5.422	9.288	10.88
0.7254	0.5213	0.454	0.8067	0.7135	1.14	0.4595	0.9551	1.577	0.7864	0.3391	0.3149	0.4979	0.4584	0.07569	0.04625	1.195	0.5476
0.08656	0.02524	0.2149	0.02995	0	0.1676	0	0	0.08569	0.6644	0.02833	0	0.1386	0	0.01686	0	0.01623	0.2254
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.14	14.49	12.06	7.877	13.31	8.19	7.931	11.73	23.6	7.153	4.407	5.012	11.07	5.169	1.884	2.7	10.77	8.823
10.77	8.734	8.405	10.67	9.794	4.114	3.648	10.28	18.68	10.5	4.725	6.982	8.444	4.819	3.675	5.701	11.12	11.06
0	0.04671	0	0.05542	0	0	0.09866	0	0.05286	0	0	0.103	0	0	0.0104	0	0.02003	0
0	0	0	0	0	0	0	0	0.03415	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02742
2.843	2.301	2.084	2.427	2.061	0.8935	1.105	2.449	5.603	2.545	1.209	1.707	2.461	1.155	0.4813	0.6879	2.392	2.894
19.06	11.74	7.698	5.792	12.58	3.796	4.314	11.65	30.09	9.944	3.259	11.4	12.63	2.818	1.806	5.134	14.58	17.86
168.1	56.36	59	59.71	94.32	28.09	28.44	56.55	237.6	106.3	26.67	151.2	161.7	45.49	19.03	84.47	88.22	239.3
0.4668	0.6676	0.383	1.161	0.6598	0.2129	0.386	0.5226	1.331	0.4033	0.2716	0.2916	0.6797	0.4788	0.1472	0.6085	0.7586	0.6469
0.9685	1.553	1.509	1.703	1.26	0.477	1.327	2.285	3.595	0.9011	0.5811	0.7785	1.88	0.7037	0.4244	1.153	2.361	1.558
2.576	6.532	7.012	4.19	4.49	6.618	5.671	8.188	19.68	4.453	2.16	1.684	6.385	1.993	1.683	3.979	7.343	3.298
0.2108	0.2971	0.1539	0.2431	0.1398	0.1289	0.1103	0.2253	0.4	0.331	0.115	0.122	0.1739	0.1081	0	0	0.1976	0.1722
0.9633	1.091	1.018	0.8821	0.9363	0.5542	0.2355	0.9536	1.935	0.7117	0.6305	0.5739	1.287	0.5231	0.1821	0.05058	1.084	0.5728
0.7908	0.7107	1.12	1.743	0.706	0.7086	0.9306	1.441	3.812	2.03	0.5105	0.6771	1.382	0.625	0.3671	1.189	1.316	1.384
129.2	198.6	194.2	121.2	205.8	108.6	98.06	291.2	256.6	138.5	103.5	154.7	172.7	112.1	53.72	92.19	300.2	152.3
3.79	4.278	4.182	3.958	4.532	1.759	2.736	5.475	10.77	5.682	2.052	2.153	4.681	2.088	1.039	2.464	5.633	4.085
2.457	3.296	4.134	2.499	3.263	1.943	1.58	4.07	6.957	3.532	1.565	2.323	2.862	1.411	1.129	2.003	5.234	3.282
2.444	3.747	3.694	3.282	3.376	2.276	1.765	3.81	6.693	4.014	1.453	2.064	4.036	1.139	0.7993	0.7006	3.583	3.874
0.9763	1.525	1.711	1.52	1.728	0.08526	0.8503	2.124	3.521	1.241	0.4108	1.09	0.6702	0.6437	0.1222	0.6847	1.961	1.73
0.01805	0.01579	0	0.07492	0	0	0.03001	0.05785	0.268	0	0.01181	0	0.06306	0	0.02109	0	0.1015	0.03317
0	0	0.02642	0.06259	0	0	0	0	0.1791	0.03156	0	0	0.05269	0.0232	0.01762	0	0.1018	0.05542
1.74	2.66	2.214	3.071	2.376	1.235	1.31	2.393	5.847	3.613	1.009	1.712	2.758	1.085	0.8563	1.608	2.597	2.712
0.954	1.257	1.47	2.207	1.266	0.78	0.7899	1.971	2.919	1.504	0.7824	0.9114	1.446	0.84	0.6582	0.8926	1.862	1.215
1.336	2.337	3.284	3.807	2.507	1.072	1.492	4.186	5.299	2.233	1.109	1.061	3.048	1.211	1.025	1.406	3.88	2.601
1.859	2.722	2.253	4.015	2.5	2.154	1.797	3.325	8.215	3.031	1.344	1.751	3.002	1.38	1.099	1.968	3.282	2.522
11.22	16.2	17.54	17.31	19.24	12.39	10.9	18.67	28.94	13.5	7.496	10.31	19.26	7.58	7.878	15.2	19.47	19.47
9.519	8.527	8.629	7.226	11.22	5.494	3.803	10.14	14.32	6.916	3.612	6.608	11.06	4.596	2.944	7.141	13.27	11.73
7.682	10.1	12.15	17.39	9.634	7.174	8.751	12.07	27.84	12.88	4.907	8.742	14.42	6.479	5.775	12.54	15.74	14.36
0.5266	0.4837	0.2769	0.9018	0.4109	0.161	0.5108	0.1688	1.525	0.7717	0.2585	0.3658	0.7821	0.162	0.1385	0.4231	1.215	0.6291
0.09751	0.09842	0.046	0.2335	0.07574	0.02751	0.09146	0.04809	0.1336	0.0628	0.009818	0.06077	0.08519	0.0577	0.08327	0.1205	0.07595	0.1241
4.264	7.498	5.926	6.211	5.096	3.586	4.3	6.14	15.92	4.18	2.713	2.436	6.769	2.78	1.107	2.125	5.941	5.35
301.2	208	207.2	307.7	257.6	169.3	123.8	280.9	529.7	303.3	122.4	220.2	250	135.9	114	277.4	395.9	286
8.927	11.48	10.35	10.94	10.5	6.278	6.938	13.88	21.33	10.15	4.459	7.692	12.93	5.112	2.647	6.171	13.93	14.31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21.57	17.84	14.12	17.56	16.85	8.273	6.857	20.77	34.58	18.53	8.826	10.83	15.83	7.503	4.006	11.23	20.86	15.76
0.01085	0.04746	0.03803	0.1351	0.01992	0	0.03007	0.03479	0.04834	0.02272	0.05682	0.02512	0.1517	0.07096	0.01902	0	0.08546	0.04986
0.134	0.2621	0.1174	0.27	0.1303	0.0241	0.2185	0.1895	0.4682	0.1238	0.08255	0.1049	0.2961	0.09703	0.03685	0.09851	0.1685	0.2753
172.6	92.42	86.58	89.86	121.4	53.99	50.62	100.3	226.4	153.9	55.73	96.92	93.75	49.9	22.7	66.43	138.6	125.2
1.133	2.107	2.299	2.012	1.64	1.438	1.631	2.161	4.915	1.578	0.9397	1.246	2.502	0.8958	0.6431	1.196	2.163	1.686
3.459	2.26	2.666	3.114	2.448	1.083	0.9932	2.405	6.838	3.577	1.446	3.075	2.003	1.09	1.035	1.99	3.071	3.772
8.509	10.38	8.031	11.16	13.18	7.21	8.387	11.61	23.27	7.566	4.584	6.496	11.07	4.244	3.638	4.492	12.3	8.391
2.933	6.252	6.09	6.113	7.262	4.083	5.751	6.913	10.98	4.411	2.549	4.336	7.859	3.261	2.448	2.728	8.124	6.092
6.742	8.946	7.5	6.919	9.735	4.816	4.031	11.66	12.82	7.374	3.966	4.604	7.346	2.797	2.08	8.249	8.778	8.423
6.765	8.769	9.625	8.666	8.403	5.596	5.667	9.769	19.43	9.044	3.887	4.523	8.836	3.504	2.218	3.328	9.093	11.1
61.18	67.17	79.09	79.35	73.51	37.39	39.21	76.17	144.2	73.48	36.28	49.15	78.71	37.43	24.7	48.41	85.53	77.34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1706	0	0.03738	0.04428	0.07832	0	0.09458	0.2735	0.5701	0.04465	0.02792	0.09876	0.07454	0.03282	0	0	0.24	0
6.127	6.332	8.552	11.35	6.368	6.169	4.611	12.03	32.6	18.48	4.698	3.72	8.081	5.267	3.299	5.871	15.81	9.218
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.1311	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.867	15.62	19.26	16.84	14.58	12.57	12.46	17.17	34.47	14.87	7.808	9.146	20.01	7.822	7.612	11.01	18.14	18.08
0	0	0	0.02284	0	0.06054	0	0.03527	0.06535	0	0.03601	0.006368	0.009613	0	0.01286	0	0.01238	0.01011
0.09027	0.09212	0.2768	0.1405	0.08286	0.009197	0.1417	0.2411	0.3574	0.189	0.02954	0.07836	0.2103	0.04629	0.02637	0.05371	0.1354	0.3456
0.02108	0	0	0	0	0	0	0.03379	0	0	0	0	0	0	0	0	0.02372	0.01938
0.6846	1.365	1.2	1.393	1.307	1.289	1.047	1.317	1.627	0.8025	0.4302	0.634	1.89	0.6109	0.48	0.8311	1.849	1.56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2779	0.1879	0.2214	0.3409	0.2551	0.1236	0.14	0.162	0.3377	0.3174	0.1736	0.4826	0.4084	0.2332	0.1033	0.5413	0.2843	0.5573
15.58	17.96	20.51	34.21	17.51	14.79	21.29	26.73	102.3	31.18	11.91	18.39	27.14	13.45	11.57	23.57	36.02	31.97
5.374	4.234	3.829	5.755	5.149	1.679	2.232	5.583	9.075	5.133	2.224	4.087	5.451	2.12	1.586	3.414	6.695	5.832
4.123	2.576	0.516	0.6112	1.622	1.8	1.632	2.832	0	1.849	0.3855	0.6817	0.5145	1.359	0.6882	2.628	1.325	0
0	0	0	0	0.5373	0	0	0	0	0	0	0	0	0	0	0	0	0
3.779	6.732	2.624	1.674	4.78	1.606	1.507	6.352	10.47	0.8682	1.87	1.787	3.784	1.666	1.05	2.344	7.776	2.329
4.626	6.784	7.611	7.945	7.974	6.958	5.091	9.122	14.53	6.619	3.006	4.084	7.007	3.38	3.948	5.229	8.425	6.606
9.793	13.08	12.66	13.58	13.31	9.176	7.64	12.36	20.27	9.659	6.027	7.099	12.16	5.856	3.97	9.193	14.92	11.72
710.7	867.9	880.8	1371	1045	1120	578	1388	2739	1138	517.9	681.8	1027	542	483.2	944.6	1400	871.3
1.441	1.597	1.988	2.218	1.73	0.9249	1.085	2.002	2.924	1.671	0.8487	1.105	2.087	0.9606	0.5472	1.147	2.013	2.593
3.066	3.579	3.669	5.758	4.134	1.599	2.501	5.483	14.77	4.633	2.082	3.111	4.52	2.314	1.803	3.823	6.802	5.274
0.743	1.394	1.208	1.598	1.18	0.7038	1.117	1.491	2.356	0.7917	0.5958	0.647	1.398	0.7878	0.4615	0.9022	1.642	0.9658
86.28	12.36	18.79	14.81	29.58	5.142	3.611	13.81	52.36	26.73	11.89	84.85	44.99	17.66	5.8	33.44	32.38	84.83
6.098	3.627	3.633	4.81	4.926	2.535	0.9463	4.3	8.33	7.148	2.075	4.941	5.327	2.814	1.425	4.136	7.683	6.276
0.3852	0.6553	0.9001	0.1999	0.3929	0.628	0.4745	0.7204	0.858	0.5152	0.2521	0.1982	0.5609	0.2799	0.2001	0.1719	0.3852	0.2557
41.97	46.35	49.99	71.87	61.21	67.53	56.41	57.75	86.66	44.72	28.29	37.98	54.16	28.34	38.01	74.15	70.73	52.25
4.355	2.437	4.712	3.678	2.509	2.328	2.15	3.137	5.472	3.137	1.258	2.745	5.083	1.397	1.391	2.77	2.995	6.708
3.992	4.894	7.16	7.242	5.107	5.553	4.79	7.758	10.87	5.198	2.777	3.347	7.276	3.409	2.681	3.647	7.956	7.452
3.501	7.245	6.217	8.388	6.567	5.4	8.568	9.565	15.38	6.615	3.099	3.651	8.518	3.687	3.267	5.148	7.877	6.585
0.1358	0.3169	0.4761	0.5639	0.1247	0.2768	0	0.508	0.3362	0.4739	0.1778	0.3407	0.3165	0.2438	0.3439	0	0.4075	0.2497
334.2	254.7	207.1	418.9	317.4	156.2	149.7	329.5	834.8	410.9	152	258.9	313.9	169	105.2	324.4	418.4	340.8
11.87	10.25	11.31	11.22	14.41	7.727	5.206	13.27	17.4	11.74	5.369	8.305	12.6	5.985	4.916	10.24	15.28	12.59
10.31	10.07	11.6	15.79	12.7	6.902	9.053	15.29	30.54	11.92	7.123	11.1	17.04	7.417	6.276	12.2	18.45	16.51
1.206	2.756	1.5	1.373	2.607	1.094	1.121	1.808	1.444	0.5293	0.7383	1.058	1.495	0.6882	0.5909	1.458	2.276	1.287
15.14	16.17	22.12	19.51	24.66	16.34	14.27	27.44	29.94	17.47	8.973	12.53	22.82	10.83	9.279	16.94	25.33	20.07
7.047	6.738	9.405	12.44	8.744	4.809	5.881	9.489	20.59	9.648	3.727	6.26	10.61	4.727	3.363	6.802	9.587	10.75
58.36	52.48	55.08	58.12	74.3	31.8	25.15	73.68	90.17	62.86	27.91	43.05	58.66	27.19	25.44	52.95	85.92	67.19
11.32	12.87	14.36	15.4	12.51	8.715	7.82	17.13	22.94	11.13	5.579	9.403	16.06	6.501	5.321	9.386	19.97	17.76
16.82	10.7	32.98	11.16	10.85	17.26	26.1	9.89	7.985	40.12	7.693	15.16	24.96	9.334	9.869	9.169	9.385	35.26
2.16	3.565	3.044	4.647	3.219	1.963	3.946	4.411	10.22	3.541	1.457	2.688	5.088	1.636	1.468	2.956	5.096	4.659
0.682	1.905	1.889	1.827	1.192	1.735	1.158	2.045	3.594	1.105	0.9504	1.006	1.73	0.6601	0.4628	0.5302	1.535	1.557
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.1487	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6071	1886	1912	1960	2737	1254	820.7	2707	4096	7056	1522	3851	2133	1324	1126	3895	4811	4651
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2069
0.1185	0.2073	0.1384	0.246	0.03626	0	0.2627	1.076	0.3519	0.04135	0.1034	0.09145	0.1035	0.03039	0.1385	0.1763	0.1778	0.0363
626.1	507.2	643.6	513.9	718	705.2	312.6	721.4	934.3	675.3	320.8	391.4	619.2	248.5	305.5	627.3	1034	622.4
18.42	21.73	20.67	24.57	23.86	14.8	12.9	27.3	47.01	20.26	10.77	15.23	25.87	10.94	8.676	21.33	34.72	22.21
39.6	42.33	43.12	55.99	51.41	30.57	24.4	57.09	88.84	57.61	22.2	30.66	48.83	22.35	23.47	42.58	58.42	53.98
30.8	26.14	28.13	24.88	32.18	19.28	13.99	32.5	43.8	26.89	15.78	20.86	27.09	13.05	11.06	21.11	39.09	32.73
24.39	22.17	28.54	26.48	31.74	20.71	17.96	29.87	34.66	18.87	14.31	18.7	30.13	16.82	10.69	22.31	32.43	28.49
51.07	39.92	34.55	81.53	49.98	17.15	23.85	52.91	131.9	66.07	28.58	41.62	54.11	30.1	24.41	76.53	64.5	53.7
17.5	17.03	16.81	23.33	19.59	13.09	12.48	19.79	62.04	32.76	9.855	20.43	23.6	11.58	9.365	29.87	29.64	24.46
6.937	10.55	10.9	6.808	10.45	5.854	4.722	10.15	11.76	8.76	4.737	6.415	9.354	4.582	4.846	8.211	12.98	12.33
1.252	1.916	1.279	0.9743	1.915	1.658	0.9827	1.839	2.323	1.528	0.6827	2.052	1.64	0.4814	0.4875	0.3724	2.112	1.725
11.66	13.25	23.22	23.82	13.8	14.01	7.953	21.35	31.83	17.5	8.007	12.04	20.2	7.014	12.02	17.15	24.12	24.03
0.4976	0.228	0.353	0.2459	0.1958	0.07243	0.1313	0.2279	0.5982	0.1736	0.09306	0.5074	0.3519	0.07291	0.2215	0.3173	0.4799	0.7404
9.298	6.515	7.897	7.878	7.882	5.887	4.811	8.136	16.48	10.72	3.664	7.55	10.4	4.16	4.934	10.5	11.26	14.26
34.1	23.46	25.29	30.03	28.29	20.04	17.26	27.59	62.82	42.98	13.99	26.39	36.33	15.73	15.9	36.91	39.04	48.11
3.834	4.785	4.769	6.429	6.473	4.541	3.061	5.716	8.361	3.677	3.299	3.181	5.927	2.455	3.603	3.47	5.43	5.322
14.71	18.35	22.26	17.82	20.81	12.33	12.1	19.31	32.24	14.34	10.38	13.64	19.4	8.854	6.86	18.04	24.43	19.6
3.951	8.713	9.645	8.029	7.658	8.358	6.152	11.49	21.83	7.79	3.716	3.903	9.263	3.534	3.769	6.856	9.986	6.383
15.76	11.48	10.09	14.75	13.13	5.696	3.916	14.39	33.31	17.86	5.62	10.25	11.14	6.237	3.882	13.62	17.67	13.32
9.329	11.1	10.52	14.25	11.53	8.216	9.31	14.43	22.43	8.774	5.167	8.628	12.34	6.424	5.47	8.851	15.38	10.04
174	150.7	144.8	136.7	214.1	131.9	86.05	162.4	216.4	130.8	80.85	117.9	147.2	85.9	73.24	139.5	201.4	150.2
26.44	17.82	20.85	20.98	30.41	15.69	6.034	32.41	32.79	25.4	12.93	19.98	26.09	9.811	11.45	27.63	30.27	34.45
1.142	2.549	6.596	4.499	1.626	4.502	2.403	4.446	7.441	4.659	2.898	2.253	4.296	2.887	2.356	2.892	3.881	5.312
18	17.05	16.46	21.12	23.35	13.68	12.28	20.32	29.87	13.52	8.965	15.49	18.6	9.754	10.34	23.61	25.98	16.9
14.87	19.74	17.54	32.43	20.38	11.31	14.36	27.58	47.98	15.53	9.608	12.74	29.47	9.126	14.17	34.69	35.66	30.67
8.84	12.15	10.14	18.88	13.79	9.495	10.86	16.51	32.44	11.92	6.662	8.44	12.74	7.238	8.036	15	17.31	11.13
12.05	22.36	12.39	13.75	18.31	25.96	15.68	25.88	43.06	10.13	9.314	9.889	19.64	6.829	13.97	13.94	31.82	9.962
0.01857	0.01625	0.01627	0.05783	0	0	0.03088	0	0.08274	0.05832	0	0.01075	0.03245	0	0.01085	0	0.06269	0.01707
5.802	4.317	7.057	13.18	5.28	3.711	5.746	10.5	24.53	11.82	4.685	8.337	10.26	5.483	5.283	11.42	14.58	14.49
5.719	3.87	9.165	9.182	5.519	3.242	1.937	9.362	12.81	10.54	2.623	4.569	9.181	2.256	4.098	7.221	8.799	7.95
0.04152	0.07263	0.05456	0.02154	0	0	0	0.09981	0.1233	0	0.02717	0.07208	0	0	0.03639	0	0.1401	0.05723
1.442	2.182	3.62	3.277	2.791	1.62	2.095	4.935	4.572	1.673	1.786	1.872	2.758	1.949	1.207	1.218	5.087	1.612
0.2512	0.2512	0.7548	0.596	0.2636	0.1316	0.2785	0.4602	0.6928	0.1878	0.02349	0.2908	0.3763	0.02761	0.1887	0.4485	0.2423	0.1319
0.0581	0.07116	0.112	0.1085	0.05333	0.05683	0.1224	0.0745	0.08627	0.2311	0.213	0.1681	0.3147	0.2503	0.09505	0	0.03922	0.2883
1310	695.3	612.9	1014	1006	382.6	274.3	900.9	2031	1479	396.2	671.9	618.3	353.4	345.7	1086	1526	671.2
3.544	8.939	27.22	14.03	5.447	20.55	2.832	13.74	34.75	14.49	25.84	7.918	4.896	13.38	4.045	3.163	16.41	1.893
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.419	0.9622	0.5507	2.772	1.539	0.9926	0.4064	2.183	4.278	2.248	1.131	0.9701	1.83	1.209	0.4897	0.935	3.359	1.396
0	0	0.06042	0.02386	0	0	0	0	0	0	0	0	0.02008	0	0.01343	0	0	0
0	0	0.09012	0.3203	0.236	0.06288	0	0.4946	0.07637	0	0.06732	0.0893	0.08986	0	0.03005	0.1377	0.1736	0.09452
14.98	16.09	25.84	25.45	18.21	21.35	16.8	26.88	37.72	17	9.756	15.5	23.55	8.376	11.78	14.09	30.09	29.66
0.4533	0.3304	0.2979	0.5488	0.4508	0.3233	0.4396	0.4238	1.234	0.6326	0.2967	0.5028	0.33	0.08717	0.2428	1.146	0.6374	0.486
3.294	4.94	4.845	6.032	4.406	2.345	3.573	7.203	8.909	2.881	2.387	3.391	6.064	3.801	1.471	2.541	6.168	3.978
72.64	48.09	50.91	62.44	66.16	29.96	24.15	59.7	107.3	62.05	29.72	53.82	63.82	30.55	31.43	71.86	85.66	72.85
6.459	7.576	7.588	5.637	9.162	4.397	2.847	10.12	11.77	6.453	3.843	6.711	8.335	4.065	3.345	5.241	11.06	10.52
9.029	7.952	7.219	11.14	10.1	5.074	4.061	11.3	17.61	9.069	5.034	8.498	10.86	4.771	5.222	12.35	12.72	11.96
12.43	10.59	10.98	16.54	13.93	9.756	9.893	15.44	24.15	13.33	7.26	10.49	13.17	6.555	7.056	13.01	17.42	14.83
7.68	9.218	10.36	12.34	12.72	8.167	6.533	13.97	18.56	8.3	5.307	5.912	14.07	5.248	5.76	10.07	14.87	9.814
2.573	4.523	5.01	4.204	4.789	1.966	2.879	4.506	7.924	2.793	1.871	2.441	4.413	2.016	2.199	3.02	5.548	3.372
0.08134	0.1229	0.06479	0.09209	0.1358	0.05424	0.01639	0.09481	0.2086	0.0387	0.05324	0.06419	0.1098	0.01138	0.04752	0.066	0.08319	0.06116
0.6895	0.8352	0.79	0.7156	0.7303	1.038	0.08819	0.6801	1.339	0.8882	0.3124	1.105	1.066	0.2448	0.3099	0.6628	1.432	1.17
3.756	2.034	1.222	3.007	3.514	1.596	2.558	3.268	4.037	4.081	1.779	3.188	2.688	1.596	1.17	3.033	2.898	4.734
3.806	3.399	3.85	3.616	4.04	2.16	1.665	4.32	6.344	3.526	1.895	2.746	3.413	1.748	1.294	2.233	4.903	4.183
455.2	187	138	362.1	265.9	92.69	103.3	274.4	661.3	335.9	142.8	308.1	231.1	155.9	129.4	385.5	435.1	325.7
112.7	53.06	30.11	83.22	80.3	22.59	25.96	59.75	147.4	83.49	44.88	85.31	97.24	41.9	31.97	136.2	123.1	111.6
151.2	66.59	53.06	118.1	101	35.83	50.8	91.59	235.6	112.1	49.01	101.8	129	51.63	44.53	130.9	139.4	165.5
14.51	10.44	9.396	16.11	11.52	4.722	5.835	11.77	33.81	16.07	5.713	11.48	11.26	7.185	4.656	16.15	18.11	14.15
3.549	4.372	3.935	3.721	4.521	4.229	1.806	4.76	5.969	2.957	2.228	1.97	3.354	1.365	1.524	2.909	4.971	4.959
0.02344	0.04101	0.04107	0.01622	0.007172	0.004776	0.01732	0.06261	0.1276	0.05724	0.02557	0.009044	0.03413	0.03005	0.004565	0	0.04395	0.02154
0.04043	0.2122	0.09446	0.08392	0.07422	0.05767	0.1494	0.0864	0.1201	0.1552	0.0882	0.0858	0.03532	0.0311	0.007874	0.09623	0.09097	0.0743
0.4851	0.3568	0.9756	0.4119	0.506	0.5594	0.4155	0.2474	0.6384	0.8654	0.6278	0.67	0.6838	0.5597	0.2577	0.2755	0.3721	0.77
0.8817	1.392	2.301	1.393	1.179	1.84	0.7649	2.888	3.102	1.685	0.4767	0.5658	1.725	0.693	0.728	0.5988	1.984	1.902
32.33	14.07	29.57	22.96	22.15	13.76	10.49	21.94	41.95	35.32	12.46	27.85	23.48	11.58	10.4	16.33	26.54	39.94
6.322	5.628	5.932	6.522	7.417	3.819	2.239	7.555	11	6.656	4.089	4.979	6.765	2.935	2.885	4.107	7.365	6.359
5.671	10.82	10.84	3.924	8.361	12.5	3.143	11.02	14.55	8.994	4.837	3.78	3.003	2.115	2.611	1.841	13.53	3.317
0.7815	1.438	0.6848	0.3356	1.558	0.7249	0.08962	1.08	1.441	0.2539	0.2999	0.4523	0.2119	0.5597	0.3464	0	1.243	0.3467
1.362	1.539	1.094	1.06	1.146	1.18	0.7234	2.638	1.938	2.198	0.5571	0.9853	0.942	0.5238	0.7626	0.6078	2.043	1.408
0.5044	0.929	0.5815	1.24	0.9261	0.06492	0.3384	1.277	1.932	0.5558	0.4692	0.4763	0.7654	0.4697	0.3413	0.4266	0.5675	0.7319
3.549	1.875	4.158	7.28	2.675	2.061	4.51	3.503	14.36	16.12	2.5	4.541	4.237	2.546	3.338	8.342	4.8	6.006
1.791	1.448	7.464	3.829	1.793	2.073	2.21	2.609	7.654	5.026	2.664	2.732	4.835	2.442	1.823	3.027	3.968	4.238
1024	457.9	575.2	1068	681.7	425.3	397.5	637.7	1555	1420	410.4	929.9	891.6	433.7	457.9	1345	1018	1078
0.02493	0.04361	0	0.02587	0.04576	0.01524	0.08289	0.03995	0.03701	0	0	0	0	0.03835	0	0	0	0
1.852	2.16	3.507	1.901	3.29	1.302	1.026	2.808	5.41	2.417	1.264	1.567	3.392	0.9496	0.826	1.28	3.27	2.379
0	0	0	0.04519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5768	0.8326	1.415	1.018	0.8736	0.8463	0.5115	1.433	1.713	0.7848	0.6418	0.5174	1.083	0.7099	0.3539	0.7465	1.363	0.9541
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46.75	42.65	60.89	46.09	46.59	33.23	57.14	64.21	75.61	48.45	41.82	46.11	95.11	33.46	26.85	40.4	75.23	85.13
0	2.195	4.396	6.509	0	1.534	0	0	7.45	5.252	0.821	7.26	5.479	1.93	0.7329	0	2.822	2.305
12.54	18.65	2.198	13.02	14.97	0.7668	14.6	36.19	22.35	5.252	9.031	13.79	18.63	13.51	2.199	16.79	21.17	16.14
4.77	2.086	5.224	0	2.189	0	0	3.822	8.853	7.488	0.7804	4.831	5.209	0.9173	2.09	0	4.025	3.287
0.3663	0.4273	0	0.1267	0.1121	0	0.203	0	0.1813	0.1278	0.03996	0.07067	0.1067	0.04697	0	0	0.2747	0.1122
